d,price_usd,realized_price
2022-07-15,20831.722700526,21988.198
2022-07-16,21196.5091428989,21989.3813
2022-07-17,21184.32,21984.5319
2022-07-19,23371.2026601403,21965.0864
2022-07-20,23280.9356680304,21972.5621
2022-07-21,23152.4093112215,21933.5189
2022-07-22,22706.0835554646,21891.6621
2022-07-23,22484.4592317358,21876.9796
2022-07-24,22653.3570260082,21872.6539
2022-07-25,21510.1255874342,21843.3656
2022-07-26,21181.6591967855,21825.6481
2022-07-27,22898.4150683226,21838.5699
2022-07-28,23838.5568838691,21850.6973
2022-07-29,23950.7403798948,21850.4416
2022-07-30,23623.4349611338,21849.3376
2022-07-31,23356.1722215079,21842.3259
2022-08-01,23331.4426969608,21844.2467
2022-08-02,23031.4268834015,21834.3121
2022-08-03,23324.0,21827.9985
2022-08-04,22628.3320821157,21809.6501
2022-08-05,23248.9715023378,21811.5986
2022-08-06,22996.2750452952,21810.4885
2022-08-07,23153.6584713618,21810.4447
2022-08-08,23803.6505154296,21814.0179
2022-08-09,23186.2917464641,21785.0213
2022-08-10,23923.0584830508,21800.7577
2022-08-11,23934.4390561075,21796.1675
2022-08-12,24396.3088462887,21803.571
2022-08-13,24426.2225748101,21803.2287
2022-08-14,24314.2021315021,21800.8554
2022-08-15,24083.9539748685,21792.9638
2022-08-16,23868.8193530099,21791.3149
2022-08-17,23336.3489310345,21777.6015
2022-08-18,23221.1706028638,21773.6507
2022-08-19,20906.7663141438,21727.557
2022-08-20,21146.6548021625,21722.6006
2022-08-21,21553.9961717125,21722.0425
2022-08-22,21301.0840581531,21708.6557
2022-08-23,21534.5143521333,21701.7588
2022-08-24,21424.9728232028,21693.1586
2022-08-25,21587.8395844535,21684.4811
2022-08-26,20246.1655733489,21664.6816
2022-08-27,20043.9909485681,21651.4683
2022-08-28,19673.5412188778,21648.9666
2022-08-29,20270.960383986,21650.0692
2022-08-30,19825.4632066043,21621.911
2022-08-31,20024.6716059614,21612.3073
2022-09-01,20105.4626072472,21599.7529
2022-09-02,19948.8567472823,21581.5781
2022-09-03,19803.8332697253,21577.9432
2022-09-04,19961.9118907072,21580.5267
2022-09-05,19797.7967884278,21573.6965
2022-09-06,18846.150537405,21541.9403
2022-09-07,19292.9070745178,21532.9726
2022-09-08,19319.1248512566,21521.0168
2022-09-09,21363.1894485681,21535.6879
2022-09-10,21715.5972516072,21537.3376
2022-09-11,21732.8643576856,21533.4188
2022-09-12,22364.7235803624,21536.7241
2022-09-13,20165.0421607247,21466.5516
2022-09-14,20246.3660424313,21444.3714
2022-09-15,19696.8698661601,21414.43
2022-09-16,19741.5776168907,21407.6887
2022-09-17,20120.7023459965,21405.0245
2022-09-18,19427.1002626534,21396.5807
2022-09-19,19557.9769582116,21382.2201
2022-09-20,18872.9498667446,21364.4152
2022-09-21,18506.7607481005,21345.9532
2022-09-22,19414.5396449445,21346.1391
2022-09-23,19326.8648199883,21340.6675
2022-09-24,18924.7677872589,21336.3032
2022-09-25,18793.1561531268,21330.2386
2022-09-26,19201.1317209234,21326.9478
2022-09-27,19106.7389135009,21311.125
2022-09-28,19454.937210111,21297.43
2022-09-29,19540.8664105786,21289.3476
2022-09-30,19435.1946917008,21274.0947
2022-10-01,19311.861629398,21270.6158
2022-10-02,19015.2928050847,21265.381
2022-10-03,19633.4325859147,21264.2263
2022-10-04,20339.9712811221,21263.4759
2022-10-05,20155.0996987142,21256.9905
2022-10-06,19950.5477957335,21249.6084
2022-10-07,19539.1439216832,21238.5867
2022-10-08,19416.1772291058,21229.2422
2022-10-09,19428.3671323787,21227.0929
2022-10-10,19154.4042346581,21217.2852
2022-10-11,19039.2820683811,21209.0115
2022-10-12,19156.9115645821,21186.6548
2022-10-13,19387.8336806546,21181.9538
2022-10-14,19177.6941031561,21174.4938
2022-10-15,19069.8749272355,21171.6074
2022-10-16,19261.7497878434,21168.8305
2022-10-17,19557.0218106371,21150.0857
2022-10-18,19341.4075543542,21161.6076
2022-10-19,19132.1544254822,21149.5998
2022-10-20,19033.3760239626,21142.4979
2022-10-21,19174.8763487434,21137.6472
2022-10-22,19207.6285078901,21123.1132
2022-10-23,19565.4123243717,21122.9869
2022-10-24,19341.460210111,21120.0931
2022-10-25,20094.9611215663,21126.0094
2022-10-26,20797.0308258328,21136.494
2022-10-27,20280.1751280538,21133.4484
2022-10-28,20604.6138535944,21132.8499
2022-10-29,20803.8999205143,21132.8421
2022-10-30,20616.7033766803,21127.306
2022-10-31,20490.8581808884,21122.4893
2022-11-01,20483.966530976,21116.4095
2022-11-02,20148.2845537697,21108.9314
2022-11-03,20198.1111860316,21105.9626
2022-11-04,21157.2449275278,21136.4927
2022-11-05,21283.4715999416,21133.1874
2022-11-06,20946.8030359439,21128.3104
2022-11-07,20568.5651183518,21072.4338
2022-11-08,18520.971163647,21028.7585
2022-11-09,15758.2912819988,20900.7355
2022-11-10,17541.5602866745,20885.2039
2022-11-11,16916.8506312098,20850.5038
2022-11-12,16771.2426718293,20798.2303
2022-11-13,16320.4983375219,20783.1984
2022-11-14,16629.4784146698,20751.5253
2022-11-15,16855.59378609,20715.1231
2022-11-16,16659.6063345996,20667.1836
2022-11-17,16675.1790204559,20580.5344
2022-11-18,16661.5229576271,20355.9275
2022-11-19,16696.0040581531,20345.8361
2022-11-20,16246.8446992987,20329.2809
2022-11-21,15778.0174047341,20290.8508
2022-11-22,16172.8893445354,20265.4552
2022-11-23,16574.0617299825,20275.2859
2022-11-24,16583.5243445354,20264.056
2022-11-25,16522.3887767388,20247.7457
2022-11-26,16448.6413077148,20238.4926
2022-11-27,16436.0707688486,20222.43315
2022-11-28,16212.5814161309,20206.3737
2022-11-29,16443.0368199883,20196.6235
2022-11-30,17176.8986914085,20189.0798
2022-12-01,16961.2918042081,20179.299
2022-12-02,17075.1091370544,20166.6541
2022-12-03,16899.5073831093,20160.8857
2022-12-04,17121.7149824664,20150.6945
2022-12-05,16961.3517866745,20080.0673
2022-12-06,17070.5158281707,20073.8865
2022-12-07,16848.2518243717,20069.2947
2022-12-08,17231.4563223261,20061.1665
2022-12-09,17136.1490008767,20042.7814
2022-12-10,17124.2146797195,20042.0237
2022-12-11,17094.3606592636,20035.3142
2022-12-12,17195.5249962011,20028.8131
2022-12-13,17774.9166320865,20022.9018
2022-12-14,17809.7240835769,20005.2086
2022-12-15,17344.0544569258,19998.1538
2022-12-16,16606.1101750438,19983.4549
2022-12-17,16774.3853702513,19977.6456
2022-12-18,16776.1159254822,19974.5206
2022-12-19,16424.1313857393,19943.4272
2022-12-20,16901.8169362946,19940.0157
2022-12-21,16800.5329707773,19924.8343
2022-12-22,16814.2225791935,19917.4788
2022-12-23,16780.5169798363,19908.3921
2022-12-24,16837.612170076,19904.9439
2022-12-25,16824.8389736996,19894.4171
2022-12-26,16879.9382273524,19891.724
2022-12-27,16698.9112708942,19881.172
2022-12-28,16536.2942001753,19851.6657
2022-12-29,16630.5931551724,19833.1067
2022-12-30,16593.6888287551,19826.0187
2022-12-31,16524.2178024547,19783.6539
2023-01-01,16606.7520432496,19781.08575
2023-01-02,16688.7192729398,19778.5176
2023-01-03,16670.0773836937,19769.7522
2023-01-04,16848.3660391584,19758.9515
2023-01-05,16824.8001826417,19751.6344
2023-01-06,16957.8622738165,19741.4334
2023-01-07,16917.49,19737.9006
2023-01-08,17059.2399444769,19734.3678
2023-01-09,17182.3198521333,19732.155
2023-01-10,17433.9146320865,19722.7018
2023-01-11,17833.7107656341,19708.2371
2023-01-12,18869.7044842198,19719.3028
2023-01-13,19868.7247454705,19735.7593
2023-01-14,21010.9227200468,19748.5327
2023-01-15,20876.0085561075,19751.2659
2023-01-16,21180.4119485681,19759.9345
2023-01-17,21178.2993962595,19769.2527
2023-01-18,20709.6686040327,19766.0594
2023-01-19,21071.8334152542,19761.7078
2023-01-20,22660.7169421391,19783.3146
2023-01-21,22803.172761543,19790.54315
2023-01-22,22716.2771966686,19797.7717
2023-01-23,22929.0248936295,19801.4029
2023-01-24,22611.1268787259,19805.0341
2023-01-25,23109.0845189947,19815.0587
2023-01-26,23008.6894766219,19803.9927
2023-01-27,23070.4964582116,19792.1979
2023-01-28,23008.8094649328,19794.6507
2023-01-29,23774.9963679135,19802.293
2023-01-30,22799.427261543,19801.8666
2023-01-31,23130.0519132087,19809.7468
2023-02-01,23727.2026075395,19834.7859
2023-02-02,23505.6048430742,19839.3707
2023-02-03,23445.8131773816,19845.5228
2023-02-04,23355.5243863238,19852.7502
2023-02-05,22957.2251905319,19852.1778
2023-02-06,22745.1650371128,19852.9943
2023-02-07,23266.2692036821,19857.6528
2023-02-08,22937.5799453536,19859.6055
2023-02-09,21818.1989456458,19852.0413
2023-02-10,21620.5667837522,19845.4668
2023-02-11,21864.8626414378,19845.2085
2023-02-12,21772.1373252484,19843.1717
2023-02-13,21798.7157168323,19841.0626
2023-02-14,22222.415043834,19842.8034
2023-02-15,24304.6129827586,19862.5004
2023-02-16,23742.4488354763,19867.9577
2023-02-17,24607.3356054939,19880.4133
2023-02-18,24636.5266127995,19883.2611
2023-02-19,24366.9907606663,19885.7757
2023-02-20,24797.8430359439,19891.4539
2023-02-21,24400.3893898305,19893.5975
2023-02-22,24163.7389812975,19889.5148
2023-02-23,23910.0342104033,19892.4069
2023-02-24,23175.8242036821,19885.7737
2023-02-25,23159.8154403857,19885.7818
2023-02-26,23542.0964281122,19885.7899
2023-02-27,23504.1894178843,19876.026599999997
2023-02-28,23145.9491277031,19866.2633
2023-03-01,23610.6590902981,19859.3797
2023-03-02,23470.0254815897,19857.3869
2023-03-03,22350.0962340736,19848.8116
2023-03-04,22334.2852638808,19848.6145
2023-03-05,22419.8171390999,19836.6698
2023-03-06,22414.7033056692,19832.1017
2023-03-07,22174.6484725307,19762.8754
2023-03-08,21701.3846227352,19756.1848
2023-03-09,20349.8141732905,19736.1741
2023-03-10,19951.37,19752.5459375
2023-03-17,27450.6282933957,19867.1488
2023-03-18,26985.7359915254,19872.7431
2023-03-19,28185.2043319696,19888.1708
2023-03-20,27834.3361090006,19905.145
2023-03-21,28172.7950558153,19925.7444
2023-03-22,27341.5571297487,19932.6005
2023-03-23,28387.8897495617,19964.942
2023-03-24,27464.1249453536,19970.5484
2023-03-25,27518.62,19983.565566666668
2023-03-27,27154.9963702513,20009.5999
2023-03-28,27283.9634029807,20016.5983
2023-03-29,28389.2917784921,20033.7757
2023-03-30,28021.5583009936,19727.3581
2023-03-31,28514.6813062537,19749.4618
2023-04-01,28494.5638863238,19757.548
2023-04-02,28161.9980362361,19759.9449
2023-04-03,27850.9799436002,19765.0841
2023-04-04,28113.9585187025,19771.5077
2023-04-05,28190.3116063705,19776.6034
2023-04-06,28049.0744763296,19781.699099999998
2023-04-07,27936.8042609585,19786.7948
2023-04-08,27964.0512498539,19788.995
2023-04-09,28357.8072703098,19808.355633333333
2023-04-10,29687.5651846873,19827.716266666666
2023-04-11,30247.0959193454,19847.0769
2023-04-12,29913.0035463472,19861.0427
2023-04-13,30370.82207218,19875.0085
2023-04-14,30458.9700414962,19888.9743
2023-04-15,30342.0591084161,19895.35212
2023-04-16,30312.9308533022,19901.72994
2023-04-17,29469.5050727645,19908.10776
2023-04-18,30366.8723813559,19914.48558
2023-04-19,28796.7440952659,19920.8634
2023-04-20,28251.2763790181,19920.015249999997
2023-04-21,27292.0211052016,19919.1671
2023-04-22,27827.5475920514,19922.1565
2023-04-23,27604.6855742256,19925.7789
2023-04-24,27520.1996729982,19928.432650000002
2023-04-25,28302.6942180012,19931.0864
2023-04-26,28384.2340333139,19939.0721
2023-04-27,29465.5514272355,19949.2614
2023-04-28,29350.811886616,19963.6522
2023-04-29,29221.5145075979,19966.4026
2023-04-30,29362.0867974868,19968.7444
2023-05-01,28114.9531873174,19964.1459
2023-05-02,28690.5809959088,19971.2732
2023-05-03,29045.0427735243,20006.0035
2023-05-04,28855.8574465225,20011.00625
2023-05-05,29552.9695236704,20016.009
2023-05-06,28899.4629602572,20050.809999999998
2023-05-07,28761.738434249,20085.611
2023-05-08,27727.2854091175,20120.412
2023-05-09,27642.4281092928,20116.8914
2023-05-10,27646.004902104,20114.4224
2023-05-11,26986.271065751,20110.2998
2023-05-12,26773.3443591467,20111.2131
2023-05-13,26841.3982913501,20110.8909
2023-05-14,26918.261597896,20113.1871
2023-05-15,27231.6216052016,20134.7415
2023-05-16,27025.7181864407,20141.3383
2023-05-17,27401.0440610754,20140.92165
2023-05-18,26843.2350938048,20140.505
2023-05-19,26889.503631502,20137.6465
2023-05-20,27100.8582878434,20139.3272
2023-05-21,26777.0977831677,20139.4463
2023-05-22,26858.7370637054,20167.3031
2023-05-23,27226.8558763881,20171.6766
2023-05-24,26341.4306446522,20167.248
2023-05-25,26484.8359234366,20181.9584
2023-05-26,26720.3838071303,20182.3037
2023-05-27,26854.5403702513,20182.8981
2023-05-28,28097.5211259497,20191.3693
2023-05-29,27765.0728693746,20195.7031
2023-05-30,27712.4915844535,20203.5777
2023-05-31,27217.6832580362,20204.3118
2023-06-01,26825.3713451198,20206.5504
2023-06-02,27255.2279941555,20211.52
2023-06-03,27079.4084643483,20211.4088
2023-06-04,27158.25456955,20211.2976
2023-06-05,25785.8514842198,20201.7335
2023-06-06,27213.7705187025,20214.714
2023-06-07,26339.5790292227,20211.0271
2023-06-08,26521.693600526,20212.0791
2023-06-09,26470.6775780245,20212.3692
2023-06-10,25863.2138506721,20207.1162
2023-06-11,25906.8281516657,20204.9187
2023-06-12,25906.7519354179,20201.5333
2023-06-13,25880.8599734074,20199.0882
2023-06-14,25097.5853796026,20195.0683
2023-06-15,25559.1433293396,20192.1711
2023-06-16,26331.8200943892,20197.1091
2023-06-17,26514.1713495032,20196.5625
2023-06-18,26353.962682934,20202.5721
2023-06-19,26778.0634415547,20194.5834
2023-06-20,28305.4204573349,20202.8854
2023-06-21,30099.5153509643,20225.8375
2023-06-22,29952.5112866745,20248.7896
2023-06-23,30638.3537644652,20270.6872
2023-06-24,30549.0162872589,20281.2859
2023-06-25,30467.4403705435,20288.2891
2023-06-26,30255.8861241964,20299.4623
2023-06-27,30656.2,20319.6865
2023-06-28,30104.0432717709,20339.9107
2023-06-29,30460.792978083,20341.9772
2023-06-30,30484.503257744,20358.2339
2023-07-01,30581.6889655172,20386.8222
2023-07-02,30594.2164736996,20392.1322
2023-07-03,31135.3575993571,20404.2868
2023-07-04,30799.9474558738,20408.8264
2023-07-05,30497.8221282876,20413.0227
2023-07-06,29979.7298094681,20387.5541
2023-07-07,30329.8829786674,20393.83
2023-07-08,30263.6196341321,20396.1867
2023-07-09,30163.2210563998,20399.0167
2023-07-10,30394.6555806546,20405.598
2023-07-11,30616.247094097,20417.14
2023-07-12,30385.6087852133,20423.7952
2023-07-13,31434.7354704851,20432.0658
2023-07-14,30310.6720204559,20432.4541
2023-07-15,30290.8905958504,20433.6389
2023-07-16,30249.7729658095,20435.5383
2023-07-17,30143.7462744009,20430.902
2023-07-18,29835.7474076563,20437.4619
2023-07-19,29913.0294646406,20443.397599999997
2023-07-20,29805.6065707189,20449.3333
2023-07-21,29919.6934921099,20444.7331
2023-07-22,29726.0096271186,20444.91482
2023-07-23,29882.43,20445.096540000002
2023-07-26,29361.5917580362,20445.6417
2023-07-27,29201.6865175336,20426.0154
2023-07-28,29316.3130751023,20356.2186
2023-07-29,29360.376179135,20357.8831
2023-07-30,29262.8367337814,20356.642099999997
2023-07-31,29219.8201887785,20355.4011
2023-08-01,29499.5875385739,20358.2459
2023-08-02,29143.1519620105,20350.672
2023-08-03,29192.3448617767,20352.0641
2023-08-04,29057.2532437171,20353.1626
2023-08-05,29053.0956975453,20340.7235
2023-08-06,29048.0433275862,20342.5641
2023-08-07,29164.3585873758,20342.4
2023-08-08,29779.511383986,20344.356
2023-08-09,29582.9442375804,20350.0453
2023-08-10,29430.1599117475,20350.8281
2023-08-11,29399.784739626,20354.5664
2023-08-12,29415.733902104,20357.8705
2023-08-13,29286.1176110462,20360.7018
2023-08-14,29408.9717127411,20363.512
2023-08-15,29167.59721654,20365.2058
2023-08-16,28754.2924079486,20365.2168
2023-08-17,26660.5627264757,20357.1665
2023-08-18,26037.3658474576,20338.6515
2023-08-19,26093.981808007,20335.2752
2023-08-20,26176.4721642315,20329.16066
2023-08-21,26128.9050160725,20323.04612
2023-08-22,25978.2096914085,20316.93158
2023-08-23,26452.1935882525,20310.817039999998
2023-08-24,26126.7943331385,20304.7025
2023-08-25,26040.881255114,20296.8184
2023-08-26,26006.1740800701,20294.8966
2023-08-27,26086.3612594974,20296.8569
2023-08-28,26103.2765730567,20292.988
2023-08-29,27672.2221306254,20281.9543
2023-08-30,27298.997779661,20284.0918
2023-08-31,25954.8665935126,20280.8466
2023-09-01,25802.7885298071,20272.5043
2023-09-02,25868.2960976037,20270.9548
2023-09-03,25962.5475689655,20269.1671
2023-09-04,25799.5256870251,20267.0914
2023-09-05,25782.3622200468,20272.3804
2023-09-06,25754.7902676797,20257.5286
2023-09-07,26210.6045637054,20254.6348
2023-09-08,25904.6982127411,20253.8096
2023-09-09,25894.6205976037,20251.3633
2023-09-10,25856.26,20250.7459
2023-09-11,25135.0393781414,20243.9511
2023-09-12,25859.7018068381,20242.0084
2023-09-13,26226.8667524839,20241.7047
2023-09-14,26556.056943308,20248.4785
2023-09-15,26672.6160818235,20264.1309
2023-09-16,26555.6361031561,20264.4812
2023-09-17,26502.4321189363,20265.151
2023-09-18,26474.89,20271.3052
2023-09-19,27215.0504848042,20287.1616
2023-09-20,27133.4037235535,20286.1754
2023-09-21,26571.5952919345,20282.944
2023-09-22,26581.1476116306,20282.7538
2023-09-23,26575.776386616,20282.9665
2023-09-24,26286.6410488019,20281.9872
2023-09-25,26288.8095005845,20281.6362
2023-09-26,26194.5378880772,20279.9917
2023-09-27,26336.0825973115,20278.6266
2023-09-28,27033.4254415546,20268.3947
2023-09-29,26911.2514739918,20272.3821
2023-09-30,26977.6933126826,20275.2587
2023-10-01,27950.1453594389,20277.0716
2023-10-02,27565.8892954413,20284.1138
2023-10-03,27439.1422393337,20295.8677
2023-10-04,27797.251176505,20304.2578
2023-10-05,27426.3450926359,20301.0445
2023-10-06,27941.9633760959,20309.4552
2023-10-07,27972.7515704266,20302.6477
2023-10-08,27936.3261157218,20304.1471
2023-10-09,27591.3467618352,20310.069
2023-10-10,27419.7971803039,20310.3094
2023-10-11,26828.1725710111,20320.2562
2023-10-12,26741.3405990649,20317.8219
2023-10-13,26842.4467703098,20316.4003
2023-10-14,26861.9892375804,20325.9749
2023-10-15,27130.3067092344,20327.7329
2023-10-16,28506.7936741671,20340.4244
2023-10-17,28433.2051522501,20344.748
2023-10-18,28328.0750195792,20348.4761
2023-10-19,28690.358041204,20345.4167
2023-10-20,29704.9853673291,20361.9527
2023-10-21,29922.5464044418,20367.1463
2023-10-22,29984.1593196961,20371.605
2023-10-23,32954.1690482174,20424.0202
2023-10-24,33880.9566537113,20479.3319
2023-10-25,34488.6589210988,20509.4091
2023-10-26,34181.4922521917,20545.9242
2023-10-27,33896.938528346,20558.6318
2023-10-28,34091.5890327294,20569.4497
2023-10-29,34574.3377206312,20580.1111
2023-10-30,34495.1050207481,20597.7758
2023-10-31,34636.4264736996,20617.0898
2023-11-01,35431.9794532437,20656.0561
2023-11-02,34882.9173366452,20672.1818
2023-11-03,34708.2218804792,20690.7748
2023-11-04,35091.0763062537,20700.2812
2023-11-05,35105.0420265926,20707.1077
2023-11-06,35017.7151484512,20719.771
2023-11-07,35418.4768901227,20740.5377
2023-11-08,35797.8946090006,20758.6904
2023-11-09,36675.3264333723,20812.227
2023-11-10,37367.4943722969,20842.4675
2023-11-11,36979.9312405026,20850.4314
2023-11-12,37053.3410514319,20857.5148
2023-11-13,36543.2680870836,20867.2995
2023-11-14,35590.6835645821,20869.3799
2023-11-15,37840.5534894798,20904.6171
2023-11-16,36160.4044509059,20911.1897
2023-11-17,36569.7120534775,20923.2035
2023-11-18,36577.4249617183,20928.9294
2023-11-19,37442.7285119813,20939.4164
2023-11-20,37516.0503708358,20961.8204
2023-11-21,36035.0330862069,20978.3974
2023-11-22,37403.0347168323,21005.2103
2023-11-23,37311.7192156634,21013.9289
2023-11-24,37718.7841630625,21028.8947
2023-11-25,37800.1260932203,21035.8507
2023-11-26,37482.7055260082,21042.9563
2023-11-27,37229.2452197545,21048.9329
2023-11-28,37828.4655911748,21066.1976
2023-11-29,37846.8531227352,21091.1404
2023-11-30,37712.7114789597,21094.5895
2023-12-01,38703.5536820573,21126.8733
2023-12-02,39462.2799272355,21141.6853
2023-12-03,39978.2226104617,21157.2956
2023-12-04,41910.2994815897,21229.4592
2023-12-05,44067.0054763296,21286.2478
2023-12-06,43745.8343907072,21349.7941
2023-12-07,43282.6182261835,21382.6559
2023-12-08,44205.0522089421,21421.8041
2023-12-09,43740.0063927528,21434.835
2023-12-10,43732.7120900059,21446.7867
2023-12-11,41209.8947904734,21458.7748
2023-12-12,41467.2735698422,21503.4201
2023-12-13,42939.0607583285,21528.6539
2023-12-14,43033.1371560491,21548.0717
2023-12-15,41978.0970195792,21576.0887
2023-12-16,42203.2140450029,21591.8764
2023-12-17,41428.6657855056,21595.0555
2023-12-18,42635.7331911163,21631.5505
2023-12-19,42271.863025716,21652.7089
2023-12-20,43605.1555549386,21690.2747
2023-12-21,43870.2382340736,21711.9907
2023-12-22,44009.5016551724,21740.0743
2023-12-23,43768.8067518995,21753.3724
2023-12-24,43097.8093258329,21777.6377
2023-12-25,43623.7504029807,21788.256
2023-12-26,42491.1229079486,21816.4281
2023-12-27,43436.9594269433,21887.6403
2023-12-28,42670.6797180012,21902.7181
2023-12-29,41998.6033442431,21928.0744
2023-12-30,42204.4917744009,21941.2125
2023-12-31,42217.1587913501,21952.1215
2024-01-01,44049.4735534775,21969.6873
2024-01-02,44941.160493571,22010.088
2024-01-03,42773.6515423729,22030.0162
2024-01-04,44250.7452670953,22222.2564
2024-01-05,44146.3222022209,22253.9254
2024-01-06,43917.9798147282,22263.704
2024-01-07,43844.195949737,22271.8847
2024-01-08,46981.3242995324,22316.8027
2024-01-09,46084.005795149,22358.8091
2024-01-10,46818.1592764465,22396.3451
2024-01-11,46380.8708082992,22432.7351
2024-01-12,42817.4305356517,22415.6587
2024-01-13,42846.9544699006,22421.0181
2024-01-14,41888.1513068381,22423.1914
2024-01-15,42528.9192489772,22433.0298
2024-01-16,43171.4472241379,22542.2887
2024-01-17,42689.304327294,22552.0831
2024-01-18,41261.9076177674,22591.8657
2024-01-19,41606.8535330216,22608.4087
2024-01-20,41668.6904102864,22611.2713
2024-01-21,41537.1123562244,22614.0014
2024-01-22,39577.0998603156,22606.4028
2024-01-23,39737.3143617767,22618.4708
2024-01-24,40101.8568980129,22664.1178
2024-01-25,39917.6611461134,22681.6118
2024-01-26,41860.7310458796,22705.2582
2024-01-27,42125.3014155465,22714.7126
2024-01-28,41983.0202744009,22720.2492
2024-01-29,43218.3470821157,22743.13
2024-01-30,42950.0541277031,22791.7686
2024-01-31,42589.4708059614,22826.6726
2024-02-01,43020.3596548802,22838.3111
2024-02-02,43155.3852030976,22851.926
2024-02-03,42982.3789979544,22855.0969
2024-02-04,42576.2913050847,22860.6903
2024-02-05,42619.2742738165,22872.6925
2024-02-06,43102.7062632963,22905.3172
2024-02-07,44253.0314731151,22930.1499
2024-02-08,45332.09157218,22961.739
2024-02-09,47176.9665137347,23003.1194
2024-02-10,47792.8972156634,23024.4702
2024-02-11,48200.7986057861,23044.0678
2024-02-12,49989.80371654,23106.5091
2024-02-13,49628.0941528346,23141.2608
2024-02-14,51844.2929193454,23274.8471420528
2024-02-15,51939.1472919345,23315.42853341566
2024-02-16,52157.3123977206,23353.730482873714
2024-02-17,51674.8158521333,23370.546415716308
2024-02-18,52148.0645365283,23393.079432987
2024-02-19,51804.8051537113,23465.296377606122
2024-02-20,52308.0531712449,23494.33640121779
2024-02-21,51744.321808007,23528.453363732828
2024-02-22,51292.3252574518,23569.05965063062
2024-02-23,50789.1431759205,23611.38932528483
2024-02-24,51578.2349164231,23628.584022701685
2024-02-25,51746.4789669784,23642.311869725898
2024-02-26,54551.8259184687,23714.51656551056
2024-02-27,57049.888220339,23840.64466932716
2024-02-28,62460.740619813,24220.812481644665
2024-02-29,61394.7818515488,24328.007474343267
2024-03-01,62524.401817066,24498.29738495818
2024-03-02,62049.6145637054,24520.5471030852
2024-03-03,62991.4422913501,24558.90545915479
2024-03-04,68091.8388243717,24749.878594399142
2024-03-05,63950.524329924,24924.380230510993
2024-03-06,66103.7215400351,25305.510372029014
2024-03-07,67070.3791484512,25495.314678448
2024-03-08,68343.7149552893,25656.726316303997
2024-03-09,68502.5053392753,25709.842915342124
2024-03-10,68882.2513395675,25766.511934203707
2024-03-11,72198.0875341905,26007.55789963512
2024-03-12,71432.7283018702,26138.722366111684
2024-03-13,73081.5759053185,26605.724409279228
2024-03-14,71505.2729076563,26714.593430486984
2024-03-15,69424.9141753361,26772.09486123344
2024-03-16,65433.6819006429,26780.16646653963
2024-03-17,68285.0891691993,26863.068738731676
2024-03-18,67770.8865245471,26906.51786791141
2024-03-19,61969.3075394506,26867.27135422025
2024-03-20,67848.1076396844,26951.315598015946
2024-03-21,65454.7357232612,26991.014928204673
2024-03-22,63486.4849997078,27047.259689278628
2024-03-23,64361.2429047341,27328.09563453407
2024-03-24,67289.5658310929,27363.615012737137
2024-03-25,70042.0204237288,27663.017231996015
2024-03-26,70071.0472144945,27697.620401500888
2024-03-27,69267.8879815897,27737.048878023208
2024-03-28,70826.8968714202,27859.1584785598
2024-03-29,69917.0430070134,27890.79469072433
2024-03-30,69663.0119073641,27910.08310489488
2024-03-31,71227.4517939801,27938.111152444868
2024-04-01,69791.6277305669,28097.993579449485
2024-04-02,65533.7548351841,28176.56476762691
2024-04-03,66130.2162393337,28217.66898943885
2024-04-04,68438.135024547,28252.899196409347
2024-04-05,67904.9094766219,28272.04103020228
2024-04-06,69136.0710783168,28307.452559672205
2024-04-07,69392.6830108124,28326.144626865655
2024-04-08,71712.7972840444,28390.508597442622
2024-04-09,69074.5418638223,28412.2702356651
2024-04-10,70579.4456767972,28449.2685307948
2024-04-11,70046.5536057861,28475.008961370007
2024-04-12,67098.113691993,28483.303616194662
2024-04-13,64551.6482875512,28477.940454464842
2024-04-14,65648.8099602572,28495.91145682758
2024-04-15,63393.325166277,28495.81858543686
2024-04-16,63784.8203340152,28531.626248830344
2024-04-17,61324.2184286967,28521.359662960283
2024-04-18,63510.14500263,28561.123602463966
2024-04-19,63762.6310300994,28599.240925026414
2024-04-20,64907.9928366452,28608.017153598168
2024-04-21,64968.192619813,28618.097875058786
2024-04-22,66944.5960911748,28653.233646903816
2024-04-23,66385.3002919345,28670.8226646203
2024-04-24,64189.9679064874,28795.244998723036
2024-04-25,64515.3874725307,28809.066351574245
2024-04-26,63777.4715002922,28814.308373407388
2024-04-27,63429.3099649328,28827.66137438463
2024-04-28,62978.5770049678,28852.997286757352
2024-04-29,63908.3888766803,28877.969284272196
2024-04-30,60636.3261633548,28881.43226765411
2024-05-01,58141.7772799532,28852.14669312814
2024-05-02,59170.1088936295,28850.780009880913
2024-05-03,62983.6554783752,28882.59902381881
2024-05-04,63881.1305429573,28896.000627334168
2024-05-05,64067.5959918177,28902.82612896581
2024-05-06,63228.1031341321,28921.425577094313
2024-05-07,62396.999720339,28924.92190244398
2024-05-08,61079.27442782,28940.104128497667
2024-05-09,62998.4903381064,28961.846255858134
2024-05-10,60896.6418880772,28957.188683684526
2024-05-11,60843.5729240211,28966.94065449183
2024-05-12,61431.2746879018,28980.49135053323
2024-05-13,62886.9394491526,29003.770160634413
2024-05-14,61555.5670046756,29016.392142022865
2024-05-15,66281.5322542373,29125.706853625285
2024-05-16,65269.2603246639,29153.50180360829
