d,price_usd,age_0d_1d,age_1d_1w,age_1w_1m,age_1m_3m,age_3m_6m,age_6m_1y,age_1y_2y,age_2y_3y,age_3y_4y,age_4y_8y,age_8y_
2015-02-15,234.4458030392,0.539,1.899,4.48,13.829,8.445,37.22,33.101,0.296,0.188,0.003,0.0
2015-02-16,235.0861268264,0.595,1.823,4.524,13.812,8.362,37.201,33.194,0.298,0.188,0.003,0.0
2015-02-17,243.9057942724,0.585,1.873,4.481,13.536,8.61,37.079,33.345,0.299,0.188,0.003,0.0
2015-02-18,235.9952323203,0.553,1.773,4.591,13.416,8.688,36.96,33.526,0.301,0.188,0.003,0.0
2015-02-19,241.8722539451,0.63,1.831,4.316,13.617,8.706,36.774,33.631,0.304,0.189,0.003,0.0
2015-02-20,245.5307752776,0.697,1.792,3.37,14.644,8.701,36.671,33.63,0.303,0.188,0.003,0.0
2015-02-21,245.59600263,0.393,2.033,3.415,14.392,8.884,36.654,33.73,0.309,0.188,0.003,0.0
2015-02-22,236.6906683226,0.335,1.978,3.473,14.405,8.906,36.624,33.774,0.312,0.188,0.003,0.0
2015-02-23,239.0660178258,0.689,1.631,3.498,14.37,8.934,36.565,33.806,0.315,0.189,0.003,0.0
2015-02-24,239.8692621274,0.552,1.826,3.505,13.944,9.326,36.447,33.89,0.317,0.189,0.003,0.0
2015-02-25,238.2361110462,0.634,1.839,3.489,13.95,9.295,36.432,33.817,0.351,0.189,0.003,0.0
2015-02-26,237.0444023963,0.651,1.685,3.583,12.917,10.367,36.346,33.897,0.362,0.189,0.003,0.0
2015-02-27,255.1167744009,0.804,1.544,3.54,12.996,10.312,36.316,33.931,0.365,0.189,0.003,0.0
2015-02-28,254.9484485681,0.512,1.889,3.527,13.011,10.255,36.291,33.956,0.366,0.188,0.005,0.0
2015-03-01,260.6513308007,0.579,1.929,3.514,12.942,10.296,32.715,37.463,0.369,0.186,0.007,0.0
2015-03-02,276.3226136762,0.879,1.773,3.367,12.982,10.298,28.194,41.945,0.371,0.186,0.007,0.0
2015-03-03,282.7059009351,1.049,1.808,3.369,13.205,9.971,27.015,43.015,0.372,0.189,0.007,0.0
2015-03-04,273.4475365283,0.79,1.935,3.577,11.671,11.409,26.941,43.11,0.374,0.186,0.007,0.0
2015-03-05,276.2688091759,0.843,2.125,3.526,11.585,11.389,25.312,44.652,0.375,0.186,0.007,0.0
2015-03-06,273.3181148451,0.75,2.162,3.511,11.696,11.363,25.235,44.709,0.38,0.186,0.007,0.0
2015-03-07,276.4033573933,0.826,2.604,3.156,11.628,11.224,25.373,44.61,0.384,0.186,0.007,0.0
2015-03-08,275.3380338983,1.348,2.492,3.288,10.456,11.799,25.234,44.798,0.391,0.187,0.008,0.0
2015-03-09,290.1300590298,1.559,3.077,3.28,10.26,11.082,25.192,44.957,0.398,0.187,0.008,0.0
2015-03-10,292.3203831093,1.258,3.631,3.368,10.241,10.929,25.002,44.974,0.402,0.187,0.008,0.0
2015-03-11,296.6933293396,1.027,4.024,3.412,10.03,10.992,24.884,45.028,0.408,0.187,0.008,0.0
2015-03-12,295.8003448276,0.787,4.364,3.419,9.947,10.968,24.54,45.372,0.41,0.187,0.008,0.0
2015-03-13,285.9110263004,0.811,4.27,3.487,10.041,10.985,24.475,45.316,0.419,0.187,0.008,0.0
2015-03-14,283.6083062537,0.508,4.401,3.655,10.035,10.979,24.389,45.412,0.425,0.187,0.008,0.0
2015-03-15,287.2701420222,0.44,3.528,4.555,10.073,11.012,22.689,47.079,0.426,0.187,0.008,0.0
2015-03-16,291.3921180596,0.636,2.793,5.217,10.065,10.78,22.644,47.242,0.428,0.188,0.008,0.0
2015-03-17,285.2483965517,0.743,2.242,5.645,10.085,10.758,22.586,47.315,0.432,0.188,0.008,0.0
2015-03-18,257.2861601403,0.792,1.983,5.828,10.05,10.727,22.754,47.234,0.437,0.188,0.008,0.0
2015-03-19,262.0929479836,0.707,2.046,5.866,9.942,10.773,22.753,47.274,0.443,0.188,0.008,0.0
2015-03-20,262.9664921099,0.593,2.002,6.016,9.953,10.732,22.636,47.404,0.469,0.189,0.008,0.0
2015-03-21,261.1842974869,0.435,2.099,6.026,9.999,10.53,22.398,47.844,0.473,0.189,0.008,0.0
2015-03-22,268.8994158387,0.392,2.128,5.856,10.187,10.514,21.838,48.397,0.49,0.189,0.008,0.0
2015-03-23,266.7779929866,0.979,1.814,5.566,10.18,10.526,21.796,48.443,0.499,0.189,0.008,0.0
2015-03-24,246.8350829924,0.617,2.013,5.768,9.847,10.713,21.807,48.53,0.508,0.19,0.008,0.0
2015-03-25,246.7191367621,0.621,1.913,5.827,9.836,10.617,21.862,48.604,0.523,0.19,0.008,0.0
2015-03-26,249.532993571,0.849,1.842,5.638,9.858,10.532,21.855,48.694,0.534,0.19,0.008,0.0
2015-03-27,247.3788983051,0.567,2.085,5.629,9.901,10.556,21.757,48.761,0.545,0.191,0.008,0.0
2015-03-28,253.2316139684,0.363,2.275,5.671,9.864,10.542,21.701,48.833,0.554,0.191,0.008,0.0
2015-03-29,242.9676142607,0.356,2.246,5.629,9.821,10.625,21.689,48.843,0.591,0.191,0.008,0.0
2015-03-30,248.3369345412,0.698,1.773,5.763,9.733,10.679,21.684,48.867,0.603,0.191,0.008,0.0
2015-03-31,244.7124856809,0.721,1.833,5.606,9.442,10.962,21.701,48.918,0.618,0.192,0.008,0.0
2015-04-01,247.1858194039,0.831,1.956,5.648,8.203,12.08,21.384,49.057,0.64,0.192,0.008,0.0
2015-04-02,253.6300704267,0.703,1.964,5.64,8.388,12.067,21.329,49.054,0.657,0.191,0.008,0.0
2015-04-03,254.833163647,0.52,2.164,5.662,8.383,11.933,21.437,49.016,0.685,0.192,0.008,0.0
2015-04-04,253.9458486265,0.347,2.323,5.569,8.341,12.055,21.453,48.995,0.716,0.192,0.008,0.0
2015-04-05,261.1121361777,0.33,2.317,5.482,8.434,12.06,21.434,49.005,0.737,0.192,0.008,0.0
2015-04-06,256.3673869082,0.528,2.058,5.5,8.438,12.074,21.429,48.983,0.791,0.192,0.008,0.0
2015-04-07,254.8318980129,0.565,1.922,4.706,9.416,11.914,21.483,48.984,0.809,0.192,0.008,0.0
2015-04-08,245.8252104033,0.641,1.563,4.392,9.816,12.035,21.492,49.02,0.84,0.192,0.009,0.0
2015-04-09,243.8606361777,0.553,1.586,4.222,10.02,11.992,21.49,48.641,1.295,0.193,0.009,0.0
2015-04-10,235.8719006429,0.825,1.586,3.878,10.262,11.804,21.317,48.759,1.368,0.193,0.009,0.0
2015-04-11,237.4090677966,0.395,2.027,3.758,10.351,11.777,21.323,48.77,1.398,0.193,0.009,0.0
2015-04-12,237.1410423729,0.382,2.069,3.728,10.287,11.72,21.439,48.751,1.422,0.194,0.009,0.0
2015-04-13,225.5056358854,0.703,1.794,3.633,10.283,11.667,21.465,48.81,1.442,0.194,0.009,0.0
2015-04-14,219.7572367037,0.554,1.897,3.652,10.232,11.69,21.425,48.886,1.462,0.194,0.009,0.0
2015-04-15,223.3139079486,0.718,1.948,3.522,10.213,11.79,21.447,48.646,1.512,0.195,0.009,0.0
2015-04-16,228.4938153127,0.577,2.096,3.363,10.324,11.813,21.049,49.05,1.523,0.195,0.009,0.0
2015-04-17,222.7850601987,0.526,1.853,3.558,10.393,11.745,21.028,49.113,1.58,0.196,0.009,0.0
2015-04-18,223.3980441262,0.323,1.937,3.584,10.446,11.742,21.021,49.127,1.615,0.196,0.009,0.0
2015-04-19,223.284135301,0.401,1.808,3.575,10.401,11.831,20.993,49.123,1.663,0.196,0.009,0.0
2015-04-20,224.8949035652,0.576,1.639,3.648,10.361,11.732,20.983,49.165,1.691,0.196,0.009,0.0
2015-04-21,234.9393565167,0.719,1.606,3.646,10.353,11.604,20.994,49.158,1.715,0.196,0.009,0.0
2015-04-22,233.822418761,0.552,1.695,3.459,10.626,11.589,20.95,49.2,1.724,0.196,0.009,0.0
2015-04-23,235.9332936879,0.591,1.506,3.557,9.7,12.552,20.887,49.261,1.739,0.196,0.009,0.0
2015-04-24,231.4585923437,0.517,1.566,3.492,9.753,12.527,20.885,49.244,1.811,0.196,0.009,0.0
2015-04-25,226.4459929866,0.341,1.734,3.348,9.9,12.48,20.922,49.125,1.944,0.196,0.009,0.0
2015-04-26,220.5034067797,0.392,1.626,3.267,9.947,12.547,20.889,49.134,1.992,0.196,0.009,0.0
2015-04-27,227.3259903565,0.603,1.46,3.308,9.823,12.55,20.895,49.148,2.007,0.197,0.009,0.0
2015-04-28,225.5493687902,0.554,1.387,3.445,9.781,12.509,20.939,49.123,2.057,0.197,0.01,0.0
2015-04-29,225.6692884278,0.653,1.336,3.354,9.728,12.562,20.925,49.126,2.109,0.197,0.01,0.0
2015-04-30,236.3279760374,0.545,1.487,3.304,9.752,12.543,20.904,49.049,2.21,0.197,0.01,0.0
2015-05-01,232.7465827002,0.463,1.615,3.093,9.766,12.682,20.888,49.045,2.239,0.197,0.01,0.0
2015-05-02,235.5400771479,0.302,1.739,3.04,9.847,12.69,20.88,49.05,2.245,0.198,0.01,0.0
2015-05-03,240.4642489772,0.432,1.689,2.997,9.794,12.772,20.82,48.978,2.312,0.193,0.015,0.0
2015-05-04,238.9766613092,0.661,1.552,2.986,9.681,12.769,20.819,48.999,2.329,0.189,0.015,0.0
2015-05-05,236.0233834015,0.541,1.656,3.047,9.594,12.818,20.819,48.983,2.337,0.189,0.015,0.0
2015-05-06,229.4812193004,0.646,1.521,3.029,9.623,12.785,20.852,48.996,2.342,0.189,0.015,0.0
2015-05-07,237.1306873174,0.562,1.628,3.0,9.532,12.854,20.864,48.999,2.356,0.19,0.015,0.0
2015-05-08,244.3834728229,0.581,1.662,3.023,9.213,13.097,20.825,49.021,2.373,0.19,0.016,0.0
2015-05-09,242.7059500292,0.436,1.801,2.986,8.802,13.523,20.813,49.047,2.389,0.189,0.016,0.0
2015-05-10,240.7314839275,0.392,1.833,2.74,8.923,13.54,20.924,49.046,2.397,0.189,0.016,0.0
2015-05-11,242.2498372297,0.641,1.657,2.73,8.895,13.383,21.087,48.993,2.408,0.186,0.019,0.0
2015-05-12,242.2090920514,0.626,1.565,2.802,8.91,13.383,21.113,48.968,2.426,0.187,0.02,0.0
2015-05-13,236.5502659264,0.561,1.576,2.845,8.929,13.302,21.175,48.963,2.443,0.187,0.02,0.0
2015-05-14,236.9489167154,0.608,1.593,2.873,8.657,13.453,21.162,48.993,2.455,0.187,0.02,0.0
2015-05-15,237.4845023378,0.494,1.686,2.772,8.709,13.468,21.187,48.996,2.481,0.187,0.02,0.0
2015-05-16,235.8121344243,0.342,1.768,2.842,8.7,13.478,21.171,49.001,2.491,0.184,0.023,0.0
2015-05-17,236.963682934,0.29,1.796,2.844,8.7,13.467,21.203,48.977,2.515,0.185,0.023,0.0
2015-05-18,232.8838496154,0.505,1.442,2.907,8.739,13.488,21.169,49.01,2.533,0.184,0.023,0.0
2015-05-19,231.9744468147,0.652,1.412,2.871,8.632,13.401,21.247,49.029,2.548,0.184,0.023,0.0
2015-05-20,234.1903062537,0.555,1.588,2.842,8.508,13.424,21.266,49.043,2.565,0.184,0.023,0.0
2015-05-21,235.5538217417,0.621,1.445,2.708,8.514,13.496,21.38,49.044,2.585,0.185,0.023,0.0
2015-05-22,240.3232036821,0.641,1.448,2.66,8.571,13.437,21.353,49.083,2.6,0.184,0.023,0.0
2015-05-23,238.9632817066,0.505,1.595,2.633,8.576,13.452,21.306,49.112,2.613,0.183,0.025,0.0
2015-05-24,240.7117583285,0.389,1.675,2.624,8.612,13.452,21.291,49.121,2.627,0.183,0.025,0.0
2015-05-25,237.0035432496,0.581,1.468,2.667,8.616,13.414,21.202,49.201,2.643,0.183,0.025,0.0
2015-05-26,236.7962612507,0.663,1.367,2.717,8.54,13.337,21.26,49.256,2.652,0.183,0.026,0.0
2015-05-27,237.2035964348,0.667,1.468,2.707,8.496,13.289,20.437,49.99,2.737,0.183,0.026,0.0
2015-05-28,236.9568819404,0.721,1.549,2.657,8.43,13.311,20.371,49.996,2.749,0.188,0.028,0.0
2015-05-29,236.6465265926,0.712,1.569,2.628,8.409,12.478,21.212,50.028,2.749,0.188,0.028,0.0
2015-05-30,232.7887700175,0.693,1.739,2.705,8.392,12.432,20.718,50.341,2.764,0.185,0.031,0.0
2015-05-31,229.4505479252,0.502,1.966,2.675,8.377,12.443,20.678,50.368,2.775,0.184,0.033,0.0
2015-06-01,223.2827019287,0.834,1.763,2.604,8.225,12.617,20.512,50.425,2.804,0.182,0.036,0.0
2015-06-02,225.3208009936,0.819,1.816,2.551,8.234,12.576,20.389,50.571,2.826,0.177,0.04,0.0
2015-06-03,225.2130634132,0.814,1.942,2.573,7.951,12.664,20.302,50.685,2.852,0.177,0.041,0.0
2015-06-04,223.5400768556,0.62,2.094,2.611,7.856,11.231,21.759,50.745,2.865,0.177,0.041,0.0
2015-06-05,224.7310718878,0.705,1.981,2.557,7.847,11.303,21.686,50.823,2.88,0.177,0.042,0.0
2015-06-06,225.1605131502,0.43,2.038,2.744,7.19,11.974,21.62,50.882,2.904,0.177,0.043,0.0
2015-06-07,223.4116858562,0.456,1.97,2.743,6.722,12.383,21.605,50.978,2.923,0.174,0.046,0.0
2015-06-08,228.7742913501,0.601,1.687,2.839,6.435,12.5,21.799,50.992,2.927,0.168,0.052,0.0
2015-06-09,229.3705295149,0.719,1.543,2.896,6.219,12.462,21.988,51.02,2.933,0.167,0.053,0.0
2015-06-10,228.5884874342,0.756,1.47,2.963,6.184,12.478,20.86,52.133,2.936,0.165,0.055,0.0
2015-06-11,229.5844117475,0.66,1.61,2.932,6.177,12.465,19.816,53.177,2.943,0.164,0.056,0.0
2015-06-12,229.8112185102,0.722,1.574,2.996,6.088,12.488,18.776,54.211,2.926,0.163,0.057,0.0
2015-06-13,233.0153445354,0.519,1.753,3.0,6.139,12.489,18.732,54.219,2.93,0.162,0.059,0.0
2015-06-14,232.5071087084,0.476,1.771,3.012,5.924,12.683,18.771,54.198,2.945,0.155,0.066,0.0
2015-06-15,236.7909628872,0.736,1.586,3.008,5.74,12.771,18.79,54.195,2.953,0.143,0.078,0.0
2015-06-16,251.4326767972,1.127,1.563,2.888,5.6,12.754,18.743,54.156,2.951,0.14,0.079,0.0
2015-06-17,247.9693176505,1.082,1.857,2.914,5.4,12.7,18.726,54.145,2.956,0.138,0.081,0.0
2015-06-18,249.0124795441,0.837,2.143,2.876,5.424,12.69,18.685,54.165,2.96,0.135,0.084,0.0
2015-06-19,244.8034842198,0.857,2.149,3.085,4.54,14.457,17.431,54.295,2.966,0.133,0.087,0.0
2015-06-20,245.5825131502,0.56,2.427,3.208,4.494,14.463,17.189,54.46,2.98,0.132,0.088,0.0
2015-06-21,244.3002600818,0.511,2.462,3.159,4.553,14.448,17.204,54.46,2.984,0.132,0.088,0.0
2015-06-22,247.0178924605,0.865,2.13,3.178,4.516,14.408,17.223,54.474,2.987,0.131,0.089,0.0
2015-06-23,244.1847632963,0.77,2.104,3.341,4.473,14.411,17.14,54.554,2.988,0.13,0.09,0.0
2015-06-24,240.4515452951,0.77,1.916,3.527,4.329,14.537,17.057,54.648,2.995,0.129,0.091,0.0
2015-06-25,242.3478576856,0.726,1.929,3.591,4.282,14.519,17.054,54.673,3.005,0.125,0.096,0.0
2015-06-26,242.96799737,0.8,1.836,3.581,4.3,14.537,16.963,54.743,3.019,0.122,0.099,0.0
2015-06-27,251.5293267095,0.547,2.024,3.654,4.335,14.466,16.975,54.751,3.027,0.119,0.102,0.0
2015-06-28,249.0582857978,0.51,2.021,3.658,4.357,14.475,16.968,54.757,3.031,0.12,0.102,0.0
2015-06-29,256.6502223846,0.893,1.692,3.503,4.521,14.356,16.889,54.889,3.034,0.121,0.103,0.0
2015-06-30,263.854356865,1.119,1.65,3.474,4.397,14.139,17.093,54.87,3.035,0.119,0.104,0.0
2015-07-01,258.0426475745,0.929,1.819,3.396,4.461,14.024,17.194,54.911,3.042,0.119,0.104,0.0
2015-07-02,254.747113384,0.908,1.873,3.403,4.441,12.849,18.303,54.942,3.057,0.119,0.105,0.0
2015-07-03,256.0870428334,0.816,2.022,3.371,4.531,12.848,17.954,55.166,3.067,0.119,0.106,0.0
2015-07-04,260.509239626,0.498,2.277,3.354,4.642,12.824,17.937,55.172,3.071,0.119,0.107,0.0
2015-07-05,271.3024582116,0.7,2.201,3.335,4.637,12.667,18.002,55.154,3.076,0.118,0.108,0.0
2015-07-06,269.1379400935,1.106,1.896,3.475,4.586,12.558,17.935,55.049,3.168,0.118,0.108,0.0
2015-07-07,266.4699190532,0.877,2.141,3.583,4.574,12.507,17.898,55.025,3.169,0.117,0.108,0.0
2015-07-08,270.5761428989,1.165,1.919,3.579,4.642,12.431,17.898,54.968,3.172,0.117,0.109,0.0
2015-07-09,269.6803047925,0.994,2.236,3.519,4.42,12.496,17.024,55.91,3.176,0.113,0.114,0.0
2015-07-10,285.5587808299,1.351,2.052,3.567,4.466,12.412,16.895,55.852,3.179,0.112,0.115,0.0
2015-07-11,293.9174538282,0.878,2.792,3.515,4.44,12.37,16.787,55.799,3.192,0.111,0.116,0.0
2015-07-12,311.4818798948,1.164,2.685,3.522,4.484,12.318,16.707,55.709,3.186,0.11,0.117,0.0
2015-07-13,292.6492238457,0.897,2.834,3.63,4.531,12.259,16.695,55.737,3.191,0.11,0.118,0.0
2015-07-14,287.7409514904,1.04,2.667,3.651,4.423,12.358,16.705,55.729,3.2,0.11,0.119,0.0
2015-07-15,285.9228854471,0.882,2.694,3.822,4.42,12.31,16.724,55.715,3.205,0.11,0.119,0.0
2015-07-16,278.5327492694,0.949,2.555,3.831,4.511,12.208,16.754,55.747,3.217,0.109,0.119,0.0
2015-07-17,280.0647247224,0.86,2.577,3.814,4.626,12.192,16.749,55.733,3.218,0.109,0.12,0.0
2015-07-18,277.354635301,0.62,2.619,4.009,4.632,12.2,16.715,55.748,3.228,0.109,0.12,0.0
2015-07-19,275.2819894798,0.519,2.334,4.362,4.678,11.894,16.861,55.883,3.237,0.113,0.121,0.0
2015-07-20,279.114393045,0.867,2.086,4.347,4.682,11.895,16.887,55.751,3.251,0.112,0.122,0.0
2015-07-21,276.6524126242,0.807,2.001,4.459,4.605,12.059,16.761,55.816,3.258,0.111,0.123,0.0
2015-07-22,277.7643690824,0.89,1.927,4.39,4.681,12.056,16.445,56.114,3.263,0.11,0.124,0.0
2015-07-23,276.8116285798,0.815,1.948,4.524,4.627,12.058,16.406,56.119,3.268,0.111,0.124,0.0
2015-07-24,289.3059763296,0.944,1.906,4.447,4.686,12.051,16.294,56.167,3.27,0.109,0.126,0.0
2015-07-25,289.5076399766,0.759,2.247,4.484,4.576,12.019,16.211,56.194,3.273,0.108,0.127,0.0
2015-07-26,293.314842782,0.573,2.522,4.403,4.629,11.998,16.159,56.193,3.287,0.109,0.127,0.0
2015-07-27,294.4267618352,0.775,2.244,4.394,4.673,12.172,16.056,56.164,3.287,0.105,0.131,0.0
2015-07-28,295.4101252688,0.903,2.182,4.412,4.643,12.179,15.979,56.173,3.294,0.105,0.131,0.0
2015-07-29,289.855836353,0.942,2.11,4.445,4.69,12.162,15.71,56.385,3.32,0.101,0.135,0.0
2015-07-30,288.2362606663,0.798,2.235,4.407,4.801,12.147,15.655,56.395,3.326,0.102,0.136,0.0
2015-07-31,284.5973243717,0.781,2.231,4.459,4.842,12.082,15.618,56.414,3.336,0.101,0.136,0.0
2015-08-01,281.6688462887,0.507,2.249,4.713,4.842,11.955,15.69,56.467,3.34,0.101,0.136,0.0
2015-08-02,282.423006429,0.438,2.259,4.722,4.909,11.935,15.637,56.521,3.343,0.101,0.136,0.0
2015-08-03,282.1850523086,0.876,1.897,4.704,4.864,11.883,15.665,56.501,3.373,0.101,0.136,0.0
2015-08-04,285.2866174752,0.958,1.972,4.549,4.824,11.903,15.596,56.573,3.387,0.101,0.137,0.0
2015-08-05,282.3388869082,0.867,2.018,4.512,4.902,11.827,14.855,57.392,3.389,0.099,0.139,0.0
2015-08-06,278.995748685,0.954,2.071,4.403,4.91,10.816,15.757,57.455,3.395,0.099,0.139,0.0
2015-08-07,279.4887150789,0.689,2.283,4.108,5.274,10.806,15.741,57.453,3.406,0.09,0.149,0.0
2015-08-08,261.4502755698,0.861,2.389,3.99,5.21,10.688,15.711,57.499,3.412,0.091,0.149,0.0
2015-08-09,266.3420204559,1.331,2.754,3.975,5.272,10.679,15.136,57.18,3.431,0.091,0.15,0.0
2015-08-10,264.9288252484,0.971,3.102,3.849,5.398,10.654,15.108,57.216,3.461,0.091,0.15,0.0
2015-08-11,271.4217361192,1.043,2.969,3.545,5.743,10.678,15.111,57.202,3.466,0.091,0.15,0.0
2015-08-12,268.143868498,1.028,2.933,3.59,5.737,10.667,15.083,57.216,3.504,0.091,0.151,0.0
2015-08-13,264.6916279953,1.05,2.882,3.572,5.82,10.645,14.953,57.325,3.511,0.092,0.151,0.0
2015-08-14,266.3559415546,1.265,2.947,3.493,5.867,9.046,16.317,57.311,3.511,0.092,0.151,0.0
2015-08-15,261.9368366452,0.913,3.211,3.497,5.957,8.98,16.364,57.321,3.516,0.092,0.151,0.0
2015-08-16,258.9308173898,0.961,2.26,4.515,5.904,8.924,16.397,57.273,3.523,0.093,0.152,0.0
2015-08-17,258.0093983051,1.275,2.062,4.557,5.635,9.025,16.368,57.305,3.526,0.094,0.152,0.0
2015-08-18,217.8858831169,1.086,2.145,4.5,5.753,8.814,16.432,57.48,3.542,0.095,0.152,0.0
2015-08-19,227.2182518995,1.153,2.207,4.417,5.74,8.755,16.446,57.467,3.567,0.096,0.153,0.0
2015-08-20,235.5238831093,1.2,2.281,4.508,5.731,8.796,16.16,57.498,3.578,0.096,0.153,0.0
2015-08-21,232.8006178399,1.131,2.283,4.453,5.78,8.652,16.327,57.537,3.589,0.096,0.154,0.0
2015-08-22,230.6391732905,1.026,2.432,4.395,5.687,8.776,16.303,57.54,3.591,0.096,0.154,0.0
2015-08-23,228.6730739334,0.847,2.575,4.425,5.69,8.808,16.238,57.595,3.571,0.096,0.154,0.0
2015-08-24,211.9559175921,1.359,2.069,4.381,5.751,8.866,16.151,57.614,3.557,0.097,0.155,0.0
2015-08-25,222.6550394506,1.399,2.317,4.253,5.826,8.875,16.257,57.226,3.594,0.098,0.155,0.0
2015-08-26,226.1167001753,1.29,2.668,4.233,5.796,8.799,16.02,57.337,3.604,0.098,0.156,0.0
2015-08-27,224.9398772648,1.136,2.802,4.236,5.959,8.677,15.968,57.368,3.598,0.099,0.156,0.0
2015-08-28,232.1708082992,1.103,2.854,4.274,5.82,8.773,15.959,57.357,3.604,0.1,0.156,0.0
2015-08-29,229.8262001753,0.952,2.953,4.325,5.836,8.753,15.938,57.367,3.619,0.1,0.156,0.0
2015-08-30,229.0195724722,0.818,3.061,4.333,5.799,8.828,15.9,57.384,3.621,0.1,0.156,0.0
2015-08-31,230.6894661017,1.168,2.452,4.63,5.777,8.775,15.931,57.347,3.663,0.1,0.157,0.0
2015-09-01,227.9555704267,1.03,2.42,4.847,5.563,8.815,16.017,57.376,3.676,0.1,0.157,0.0
2015-09-02,229.5021807095,1.13,2.183,5.024,5.513,8.849,16.0,57.357,3.687,0.1,0.157,0.0
2015-09-03,227.1071215663,1.178,2.102,5.03,5.745,8.605,16.011,57.381,3.69,0.1,0.158,0.0
2015-09-04,231.1775634132,1.07,2.235,5.019,5.606,8.669,16.065,57.364,3.714,0.101,0.158,0.0
2015-09-05,235.9030061368,0.867,2.446,5.006,5.631,8.601,16.076,57.394,3.721,0.101,0.158,0.0
2015-09-06,240.8054722385,0.803,2.61,4.969,5.644,8.144,16.342,57.483,3.747,0.102,0.158,0.0
2015-09-07,240.6336157218,0.987,2.224,5.08,5.715,7.677,16.804,57.494,3.759,0.102,0.158,0.0
2015-09-08,244.1749526593,1.252,1.94,4.241,6.59,7.421,17.048,57.481,3.767,0.102,0.158,0.0
2015-09-09,238.7224631794,1.043,2.177,4.252,6.567,7.269,17.133,57.536,3.762,0.102,0.158,0.0
2015-09-10,238.7504772063,1.136,2.142,4.21,6.569,7.333,17.144,57.45,3.755,0.103,0.158,0.0
2015-09-11,240.8450081169,1.019,2.288,4.2,6.554,7.326,17.132,57.45,3.77,0.103,0.159,0.0
2015-09-12,236.3518321765,0.692,2.561,4.199,6.554,7.292,17.189,57.458,3.794,0.103,0.159,0.0
2015-09-13,230.5488373174,0.649,2.489,4.241,6.561,7.328,17.189,57.475,3.806,0.103,0.159,0.0
2015-09-14,230.9487939801,1.015,2.037,4.314,6.561,7.271,17.226,57.5,3.812,0.103,0.159,0.0
2015-09-15,230.3985900058,0.971,1.977,4.458,6.534,7.098,17.264,57.615,3.82,0.104,0.159,0.0
2015-09-16,229.0432857978,0.987,1.899,4.368,6.674,7.091,17.247,57.641,3.832,0.104,0.159,0.0
2015-09-17,233.2026978375,0.954,1.902,4.381,6.705,7.07,17.235,57.652,3.836,0.105,0.159,0.0
2015-09-18,233.1751309176,0.941,1.949,4.197,6.824,7.094,17.233,57.652,3.845,0.104,0.161,0.0
2015-09-19,232.2415680888,0.666,2.188,4.179,7.016,6.752,17.405,57.6,3.929,0.105,0.161,0.0
2015-09-20,231.3623237873,0.603,2.204,4.165,7.031,6.781,17.229,57.784,3.937,0.104,0.161,0.0
2015-09-21,226.7734479836,0.896,1.884,4.109,7.151,6.589,17.387,57.785,3.933,0.105,0.161,0.0
2015-09-22,230.6263047925,1.078,1.77,4.112,7.045,6.649,17.363,57.768,3.948,0.106,0.161,0.0
2015-09-23,230.1324377557,0.9,1.992,3.803,7.445,6.611,17.218,57.799,3.964,0.107,0.162,0.0
2015-09-24,234.319868498,1.077,1.948,3.569,7.483,6.573,17.302,57.789,3.989,0.107,0.162,0.0
2015-09-25,235.5382218001,0.985,2.093,3.478,7.527,6.472,17.367,57.808,4.0,0.107,0.162,0.0
2015-09-26,234.591814436,0.758,2.327,3.378,7.603,5.618,18.219,57.809,4.017,0.108,0.162,0.0
2015-09-27,233.2433097604,0.617,2.4,3.389,7.626,5.502,18.328,57.838,4.028,0.111,0.163,0.0
2015-09-28,240.0172653419,1.066,2.169,3.16,7.656,5.355,18.456,57.817,4.049,0.111,0.163,0.0
2015-09-29,237.3362337814,1.149,1.942,3.306,7.566,5.4,18.468,57.835,4.059,0.112,0.163,0.0
2015-09-30,236.7398480421,0.954,2.199,3.245,7.608,5.308,18.515,57.824,4.071,0.113,0.163,0.0
2015-10-01,238.2298138515,1.008,2.194,3.289,7.51,5.299,18.516,57.808,4.1,0.113,0.163,0.0
2015-10-02,237.9370073057,0.962,2.254,3.311,7.485,5.273,18.52,57.79,4.13,0.113,0.163,0.0
2015-10-03,239.7358977206,0.976,2.419,3.081,7.51,5.325,18.433,57.831,4.148,0.114,0.163,0.0
2015-10-04,239.5169248977,0.796,2.628,3.009,7.553,5.325,18.429,57.832,4.151,0.114,0.163,0.0
2015-10-05,240.9612138334,1.252,2.092,3.148,7.431,5.375,18.428,57.837,4.16,0.114,0.163,0.0
2015-10-06,246.9404982466,1.198,2.333,3.019,7.225,5.556,18.437,57.78,4.174,0.115,0.163,0.0
2015-10-07,243.7344868498,1.289,2.241,3.34,7.203,5.368,18.342,57.749,4.19,0.115,0.163,0.0
2015-10-08,243.0296329632,1.118,2.38,3.302,7.282,5.408,18.331,57.698,4.203,0.115,0.164,0.0
2015-10-09,244.4488874927,1.14,2.373,3.275,7.26,5.409,18.357,57.686,4.218,0.118,0.164,0.0
2015-10-10,245.9559243133,0.803,2.813,3.164,6.88,5.845,18.343,57.634,4.236,0.118,0.164,0.0
2015-10-11,248.5281654004,0.717,2.798,3.085,7.042,5.871,18.325,57.631,4.248,0.119,0.164,0.0
2015-10-12,246.0936373466,1.027,2.582,3.122,6.946,5.923,18.203,57.658,4.256,0.12,0.164,0.0
