d,price_usd,terminal_price
2022-06-20,20571.6292247224,102088.91
2022-06-21,20688.4651312098,102113.8
2022-06-22,20003.1683375219,102132.46
2022-06-23,21097.1028331385,102128.83
2022-06-24,21299.0769853887,102151.56
2022-06-25,21468.3431566335,102209.61
2022-06-26,21066.6209430158,102191.34
2022-06-27,20751.0516960842,102199.58
2022-06-28,20263.2196393922,102216.71
2022-06-29,20080.9480864991,102257.41
2022-06-30,19332.9121294565,102299.63
2022-07-01,19341.8631240795,102309.41
2022-07-02,19231.8317083577,102300.75
2022-07-03,19276.5146639392,102308.53
2022-07-04,20226.2984745763,102296.27
2022-07-05,20193.3427938048,102291.46
2022-07-06,20560.8438126826,102311.04
2022-07-07,21651.4191423144,102305.94
2022-07-08,21813.7871239042,102313.96
2022-07-09,21585.1321922852,102309.93
2022-07-10,20831.2733915839,102293.46
2022-07-11,19971.3294704851,102358.47
2022-07-12,19339.1534734074,102358.03
2022-07-13,20155.5278386908,102345.58
2022-07-14,20552.8990289304,102358.62
2022-07-15,20831.722700526,102399.69
2022-07-16,21196.5091428989,102384.99
2022-07-17,21184.32,102366.92
2022-07-19,23371.2026601403,102575.21
2022-07-20,23280.9356680304,102601.62
2022-07-21,23152.4093112215,102767.42
2022-07-22,22706.0835554646,102792.19
2022-07-23,22484.4592317358,102792.57
2022-07-24,22653.3570260082,102780.96
2022-07-25,21510.1255874342,102788.15
2022-07-26,21181.6591967855,102791.53
2022-07-27,22898.4150683226,102787.11
2022-07-28,23838.5568838691,102781.99
2022-07-29,23950.7403798948,102780.98
2022-07-30,23623.4349611338,102768.46
2022-07-31,23356.1722215079,102767.51
2022-08-01,23331.4426969608,102759.55
2022-08-02,23031.4268834015,102764.49
2022-08-03,23324.0,102761.31
2022-08-04,22628.3320821157,102789.75
2022-08-05,23248.9715023378,102779.81
2022-08-06,22996.2750452952,102771.75
2022-08-07,23153.6584713618,102766.33
2022-08-08,23803.6505154296,102764.64
2022-08-09,23186.2917464641,102792.37
2022-08-10,23923.0584830508,102855.37
2022-08-11,23934.4390561075,102853.77
2022-08-12,24396.3088462887,102856.52
2022-08-13,24426.2225748101,102843.17
2022-08-14,24314.2021315021,102827.94
2022-08-15,24083.9539748685,102822.37
2022-08-16,23868.8193530099,102814.28
2022-08-17,23336.3489310345,102818.28
2022-08-18,23221.1706028638,102824.85
2022-08-19,20906.7663141438,102836.85
2022-08-20,21146.6548021625,102824.32
2022-08-21,21553.9961717125,102805.67
2022-08-22,21301.0840581531,102806.6
2022-08-23,21534.5143521333,102804.79
2022-08-24,21424.9728232028,102797.69
2022-08-25,21587.8395844535,102789.33
2022-08-26,20246.1655733489,102789.84
2022-08-27,20043.9909485681,102780.97
2022-08-28,19673.5412188778,102834.56
2022-08-29,20270.960383986,102897.44
2022-08-30,19825.4632066043,102921.82
2022-08-31,20024.6716059614,102912.76
2022-09-01,20105.4626072472,102913.73
2022-09-02,19948.8567472823,102916.51
2022-09-03,19803.8332697253,102905.07
2022-09-04,19961.9118907072,102958.93
2022-09-05,19797.7967884278,102947.7
2022-09-06,18846.150537405,102971.91
2022-09-07,19292.9070745178,102977.23
2022-09-08,19319.1248512566,102970.66
2022-09-09,21363.1894485681,102967.18
2022-09-10,21715.5972516072,102955.41
2022-09-11,21732.8643576856,102942.54
2022-09-12,22364.7235803624,102938.27
2022-09-13,20165.0421607247,102985.97
2022-09-14,20246.3660424313,102993.85
2022-09-15,19696.8698661601,102997.97
2022-09-16,19741.5776168907,102987.02
2022-09-17,20120.7023459965,102970.48
2022-09-18,19427.1002626534,102950.93
2022-09-19,19557.9769582116,102982.94
2022-09-20,18872.9498667446,102981.62
2022-09-21,18506.7607481005,102985.5
2022-09-22,19414.5396449445,102980.78
2022-09-23,19326.8648199883,102975.25
2022-09-24,18924.7677872589,102955.49
2022-09-25,18793.1561531268,102940.16
2022-09-26,19201.1317209234,102934.16
2022-09-27,19106.7389135009,102958.35
2022-09-28,19454.937210111,102958.57
2022-09-29,19540.8664105786,102959.54
2022-09-30,19435.1946917008,102970.77
2022-10-01,19311.861629398,102953.43
2022-10-02,19015.2928050847,102935.65
2022-10-03,19633.4325859147,102928.81
2022-10-04,20339.9712811221,102927.13
2022-10-05,20155.0996987142,102934.44
2022-10-06,19950.5477957335,102931.17
2022-10-07,19539.1439216832,102933.77
2022-10-08,19416.1772291058,102927.6
2022-10-09,19428.3671323787,102908.43
2022-10-10,19154.4042346581,102901.44
2022-10-11,19039.2820683811,102903.62
2022-10-12,19156.9115645821,102919.48
2022-10-13,19387.8336806546,102914.71
2022-10-14,19177.6941031561,102909.34
2022-10-15,19069.8749272355,102890.88
2022-10-16,19261.7497878434,102878.85
2022-10-17,19557.0218106371,102956.65
2022-10-18,19341.4075543542,103176.08
2022-10-19,19132.1544254822,103184.46
2022-10-20,19033.3760239626,103172.36
2022-10-21,19174.8763487434,103165.81
2022-10-22,19207.6285078901,103199.88
2022-10-23,19565.4123243717,103184.14
2022-10-24,19341.460210111,103177.83
2022-10-25,20094.9611215663,103208.29
2022-10-26,20797.0308258328,103273.38
2022-10-27,20280.1751280538,103305.02
2022-10-28,20604.6138535944,103300.31
2022-10-29,20803.8999205143,103290.57
2022-10-30,20616.7033766803,103278.6
2022-10-31,20490.8581808884,103280.97
2022-11-01,20483.966530976,103286.56
2022-11-02,20148.2845537697,103344.96
2022-11-03,20198.1111860316,103355.3
2022-11-04,21157.2449275278,103514.55
2022-11-05,21283.4715999416,103532.53
2022-11-06,20946.8030359439,103549.27
2022-11-07,20568.5651183518,103620.98
2022-11-08,18520.971163647,103652.76
2022-11-09,15758.2912819988,103722.13
2022-11-10,17541.5602866745,103762.64
2022-11-11,16916.8506312098,103921.1
2022-11-12,16771.2426718293,104012.42
2022-11-13,16320.4983375219,104003.19
2022-11-14,16629.4784146698,104030.6
2022-11-15,16855.59378609,104058.52
2022-11-16,16659.6063345996,104165.75
2022-11-17,16675.1790204559,104212.17
2022-11-18,16661.5229576271,104472.81
2022-11-19,16696.0040581531,104461.66
2022-11-20,16246.8446992987,104469.22
2022-11-21,15778.0174047341,104489.45
2022-11-22,16172.8893445354,104523.95
2022-11-23,16574.0617299825,104824.85
2022-11-24,16583.5243445354,104831.97
2022-11-25,16522.3887767388,104828.55
2022-11-26,16448.6413077148,104818.44
2022-11-27,16436.0707688486,104805.97
2022-11-28,16212.5814161309,104815.32
2022-11-29,16443.0368199883,104820.83
2022-11-30,17176.8986914085,104822.48
2022-12-01,16961.2918042081,104849.2
2022-12-02,17075.1091370544,104858.53
2022-12-03,16899.5073831093,104844.4
2022-12-04,17121.7149824664,104839.93
2022-12-05,16961.3517866745,104878.01
2022-12-06,17070.5158281707,104881.5
2022-12-07,16848.2518243717,104874.29
2022-12-08,17231.4563223261,104870.15
2022-12-09,17136.1490008767,104888.09
2022-12-10,17124.2146797195,104878.54
2022-12-11,17094.3606592636,104870.19
2022-12-12,17195.5249962011,104865.96
2022-12-13,17774.9166320865,104883.34
2022-12-14,17809.7240835769,104908.56
2022-12-15,17344.0544569258,104903.76
2022-12-16,16606.1101750438,104908.45
2022-12-17,16774.3853702513,104904.87
2022-12-18,16776.1159254822,104893.34
2022-12-19,16424.1313857393,104919.68
2022-12-20,16901.8169362946,104909.33
2022-12-21,16800.5329707773,104909.49
2022-12-22,16814.2225791935,104907.74
2022-12-23,16780.5169798363,104917.57
2022-12-24,16837.612170076,104907.66
2022-12-25,16824.8389736996,104904.71
2022-12-26,16879.9382273524,104889.03
2022-12-27,16698.9112708942,104881.98
2022-12-28,16536.2942001753,104919.83
2022-12-29,16630.5931551724,104943.49
2022-12-30,16593.6888287551,104958.41
2022-12-31,16524.2178024547,105005.19
2023-01-01,16606.7520432496,104993.96
2023-01-02,16688.7192729398,104986.67
2023-01-03,16670.0773836937,104990.87
2023-01-04,16848.3660391584,104995.66
2023-01-05,16824.8001826417,105085.32
2023-01-06,16957.8622738165,105098.99
2023-01-07,16917.49,105102.95
2023-01-08,17059.2399444769,105092.45
2023-01-09,17182.3198521333,105087.7
2023-01-10,17433.9146320865,105107.74
2023-01-11,17833.7107656341,105124.24
2023-01-12,18869.7044842198,105132.34
2023-01-13,19868.7247454705,105141.21
2023-01-14,21010.9227200468,105137.98
2023-01-15,20876.0085561075,105136.67
2023-01-16,21180.4119485681,105187.88
2023-01-17,21178.2993962595,105193.8
2023-01-18,20709.6686040327,105215.71
2023-01-19,21071.8334152542,105226.13
2023-01-20,22660.7169421391,105231.06
2023-01-21,22803.172761543,105229.42
2023-01-22,22716.2771966686,105217.09
2023-01-23,22929.0248936295,105218.09
2023-01-24,22611.1268787259,105222.14
2023-01-25,23109.0845189947,105226.17
2023-01-26,23008.6894766219,105354.21
2023-01-27,23070.4964582116,105393.99
2023-01-28,23008.8094649328,105381.42
2023-01-29,23774.9963679135,105372.71
2023-01-30,22799.427261543,105370.63
2023-01-31,23130.0519132087,105379.42
2023-02-01,23727.2026075395,105407.74
2023-02-02,23505.6048430742,105403.14
2023-02-03,23445.8131773816,105418.08
2023-02-04,23355.5243863238,105406.88
2023-02-05,22957.2251905319,105400.83
2023-02-06,22745.1650371128,105396.57
2023-02-07,23266.2692036821,105390.43
2023-02-08,22937.5799453536,105394.5
2023-02-09,21818.1989456458,105400.71
2023-02-10,21620.5667837522,105407.4
2023-02-11,21864.8626414378,105400.35
2023-02-12,21772.1373252484,105392.07
2023-02-13,21798.7157168323,105389.14
2023-02-14,22222.415043834,105377.85
2023-02-15,24304.6129827586,105385.47
2023-02-16,23742.4488354763,105392.67
2023-02-17,24607.3356054939,105391.8
2023-02-18,24636.5266127995,105377.18
2023-02-19,24366.9907606663,105375.23
2023-02-20,24797.8430359439,105365.04
2023-02-21,24400.3893898305,105365.84
2023-02-22,24163.7389812975,105380.6
2023-02-23,23910.0342104033,105374.75
2023-02-24,23175.8242036821,105396.94
2023-02-25,23159.8154403857,105389.23
2023-02-26,23542.0964281122,105380.33
2023-02-27,23504.1894178843,105403.04
2023-02-28,23145.9491277031,105450.99
2023-03-01,23610.6590902981,105500.06
2023-03-02,23470.0254815897,105500.73
2023-03-03,22350.0962340736,105501.53
2023-03-04,22334.2852638808,105495.06
2023-03-05,22419.8171390999,105518.59
2023-03-06,22414.7033056692,105530.54
2023-03-07,22174.6484725307,105626.7
2023-03-08,21701.3846227352,105627.26
2023-03-09,20349.8141732905,105637.86
2023-03-10,19951.37,105637.68
2023-03-17,27450.6282933957,105817.87
2023-03-18,26985.7359915254,105816.9
2023-03-19,28185.2043319696,105819.73
2023-03-20,27834.3361090006,105841.48
2023-03-21,28172.7950558153,105861.37
2023-03-22,27341.5571297487,105889.88
2023-03-23,28387.8897495617,105932.52
2023-03-24,27464.1249453536,105961.13
2023-03-25,27518.62,105956.01
2023-03-27,27154.9963702513,106001.73
2023-03-28,27283.9634029807,106006.73
2023-03-29,28389.2917784921,106009.12
2023-03-30,28021.5583009936,106544.79
2023-03-31,28514.6813062537,106613.21
2023-04-01,28494.5638863238,106615.2
2023-04-02,28161.9980362361,106604.8
2023-04-03,27850.9799436002,106622.29
2023-04-04,28113.9585187025,106655.51
2023-04-05,28190.3116063705,106705.54
2023-04-06,28049.0744763296,106740.43
2023-04-07,27936.8042609585,106763.33
2023-04-08,27964.0512498539,106750.27
2023-04-09,28357.8072703098,106734.01
2023-04-10,29687.5651846873,106758.77
2023-04-11,30247.0959193454,106868.31
2023-04-12,29913.0035463472,106964.44
2023-04-13,30370.82207218,106994.75
2023-04-14,30458.9700414962,107053.44
2023-04-15,30342.0591084161,107049.21
2023-04-16,30312.9308533022,107045.61
2023-04-17,29469.5050727645,107061.56
2023-04-18,30366.8723813559,107073.17
2023-04-19,28796.7440952659,107218.74
2023-04-20,28251.2763790181,107224.38
2023-04-21,27292.0211052016,107238.11
2023-04-22,27827.5475920514,107225.73
2023-04-23,27604.6855742256,107218.35
2023-04-24,27520.1996729982,107224.17
2023-04-25,28302.6942180012,107229.88
2023-04-26,28384.2340333139,107240.06
2023-04-27,29465.5514272355,107247.17
2023-04-28,29350.811886616,107257.34
2023-04-29,29221.5145075979,107296.36
2023-04-30,29362.0867974868,107284.03
2023-05-01,28114.9531873174,107284.24
2023-05-02,28690.5809959088,107289.69
2023-05-03,29045.0427735243,107356.5
2023-05-04,28855.8574465225,107363.21
2023-05-05,29552.9695236704,107368.26
2023-05-06,28899.4629602572,107352.57
2023-05-07,28761.738434249,107490.62
2023-05-08,27727.2854091175,107517.08
2023-05-09,27642.4281092928,107509.7
2023-05-10,27646.004902104,107530.42
2023-05-11,26986.271065751,107552.5
2023-05-12,26773.3443591467,107574.54
2023-05-13,26841.3982913501,107562.24
2023-05-14,26918.261597896,107580.68
2023-05-15,27231.6216052016,107743.85
2023-05-16,27025.7181864407,107774.63
2023-05-17,27401.0440610754,107773.44
2023-05-18,26843.2350938048,107773.11
2023-05-19,26889.503631502,107773.31
2023-05-20,27100.8582878434,107766.18
2023-05-21,26777.0977831677,107759.03
2023-05-22,26858.7370637054,107844.14
2023-05-23,27226.8558763881,107852.4
2023-05-24,26341.4306446522,107861.75
2023-05-25,26484.8359234366,108043.5
2023-05-26,26720.3838071303,108067.07
2023-05-27,26854.5403702513,108054.65
2023-05-28,28097.5211259497,108058.0
2023-05-29,27765.0728693746,108072.79
2023-05-30,27712.4915844535,108108.72
2023-05-31,27217.6832580362,108143.35
2023-06-01,26825.3713451198,108183.36
2023-06-02,27255.2279941555,108191.0
2023-06-03,27079.4084643483,108182.96
2023-06-04,27158.25456955,108173.5
2023-06-05,25785.8514842198,108196.95
2023-06-06,27213.7705187025,108206.45
2023-06-07,26339.5790292227,108207.84
2023-06-08,26521.693600526,108237.1
2023-06-09,26470.6775780245,108238.36
2023-06-10,25863.2138506721,108245.58
2023-06-11,25906.8281516657,108238.55
2023-06-12,25906.7519354179,108257.16
2023-06-13,25880.8599734074,108280.91
2023-06-14,25097.5853796026,108305.07
2023-06-15,25559.1433293396,108331.39
2023-06-16,26331.8200943892,108340.36
2023-06-17,26514.1713495032,108329.98
2023-06-18,26353.962682934,108376.26
2023-06-19,26778.0634415547,108411.64
2023-06-20,28305.4204573349,108491.94
2023-06-21,30099.5153509643,108606.84
2023-06-22,29952.5112866745,108626.71
2023-06-23,30638.3537644652,108733.03
2023-06-24,30549.0162872589,108742.56
2023-06-25,30467.4403705435,108754.31
2023-06-26,30255.8861241964,108763.31
2023-06-27,30656.2,108803.44
2023-06-28,30104.0432717709,108826.01
2023-06-29,30460.792978083,108917.6
2023-06-30,30484.503257744,108935.42
2023-07-01,30581.6889655172,109119.3
2023-07-02,30594.2164736996,109118.97
2023-07-03,31135.3575993571,109138.23
2023-07-04,30799.9474558738,109140.69
2023-07-05,30497.8221282876,109147.7
2023-07-06,29979.7298094681,109262.74
2023-07-07,30329.8829786674,109263.56
2023-07-08,30263.6196341321,109248.86
2023-07-09,30163.2210563998,109245.62
2023-07-10,30394.6555806546,109265.94
2023-07-11,30616.247094097,109321.32
2023-07-12,30385.6087852133,109339.76
2023-07-13,31434.7354704851,109386.56
2023-07-14,30310.6720204559,109414.29
2023-07-15,30290.8905958504,109403.35
2023-07-16,30249.7729658095,109393.54
2023-07-17,30143.7462744009,109433.55
2023-07-18,29835.7474076563,109479.38
2023-07-19,29913.0294646406,109513.78
2023-07-20,29805.6065707189,109534.75
2023-07-21,29919.6934921099,109569.93
2023-07-22,29726.0096271186,109588.29
2023-07-23,29882.43,109585.11
2023-07-26,29361.5917580362,109602.23
2023-07-27,29201.6865175336,109720.0
2023-07-28,29316.3130751023,110077.32
2023-07-29,29360.376179135,110070.37
2023-07-30,29262.8367337814,110062.11
2023-07-31,29219.8201887785,110083.14
2023-08-01,29499.5875385739,110080.47
2023-08-02,29143.1519620105,110118.81
2023-08-03,29192.3448617767,110112.51
2023-08-04,29057.2532437171,110122.1
2023-08-05,29053.0956975453,110105.97
2023-08-06,29048.0433275862,110097.49
2023-08-07,29164.3585873758,110097.31
2023-08-08,29779.511383986,110124.51
2023-08-09,29582.9442375804,110132.62
2023-08-10,29430.1599117475,110145.94
2023-08-11,29399.784739626,110142.31
2023-08-12,29415.733902104,110146.48
2023-08-13,29286.1176110462,110143.65
2023-08-14,29408.9717127411,110188.72
2023-08-15,29167.59721654,110203.06
2023-08-16,28754.2924079486,110221.14
2023-08-17,26660.5627264757,110252.11
2023-08-18,26037.3658474576,110289.23
2023-08-19,26093.981808007,110274.64
2023-08-20,26176.4721642315,110262.76
2023-08-21,26128.9050160725,110271.91
2023-08-22,25978.2096914085,110286.46
2023-08-23,26452.1935882525,110287.2
2023-08-24,26126.7943331385,110287.01
2023-08-25,26040.881255114,110287.31
2023-08-26,26006.1740800701,110272.36
2023-08-27,26086.3612594974,110283.16
2023-08-28,26103.2765730567,110291.28
2023-08-29,27672.2221306254,110346.23
2023-08-30,27298.997779661,110352.1
2023-08-31,25954.8665935126,110360.72
2023-09-01,25802.7885298071,110368.28
2023-09-02,25868.2960976037,110352.31
2023-09-03,25962.5475689655,110344.67
2023-09-04,25799.5256870251,110345.75
2023-09-05,25782.3622200468,110353.28
2023-09-06,25754.7902676797,110363.59
2023-09-07,26210.6045637054,110359.48
2023-09-08,25904.6982127411,110355.22
2023-09-09,25894.6205976037,110343.52
2023-09-10,25856.26,110327.9
2023-09-11,25135.0393781414,110329.55
2023-09-12,25859.7018068381,110332.82
2023-09-13,26226.8667524839,110325.25
2023-09-14,26556.056943308,110338.34
2023-09-15,26672.6160818235,110342.96
2023-09-16,26555.6361031561,110330.55
2023-09-17,26502.4321189363,110316.01
2023-09-18,26474.89,110359.74
2023-09-19,27215.0504848042,110500.43
2023-09-20,27133.4037235535,110516.57
2023-09-21,26571.5952919345,110508.63
2023-09-22,26581.1476116306,110497.36
2023-09-23,26575.776386616,110484.65
2023-09-24,26286.6410488019,110474.84
2023-09-25,26288.8095005845,110478.91
2023-09-26,26194.5378880772,110482.39
2023-09-27,26336.0825973115,110478.91
2023-09-28,27033.4254415546,110491.11
2023-09-29,26911.2514739918,110513.05
2023-09-30,26977.6933126826,110506.42
2023-10-01,27950.1453594389,110501.34
2023-10-02,27565.8892954413,110576.75
2023-10-03,27439.1422393337,110594.54
2023-10-04,27797.251176505,110634.95
2023-10-05,27426.3450926359,110652.48
2023-10-06,27941.9633760959,110680.09
2023-10-07,27972.7515704266,110712.18
2023-10-08,27936.3261157218,110701.97
2023-10-09,27591.3467618352,110762.46
2023-10-10,27419.7971803039,110775.07
2023-10-11,26828.1725710111,110823.79
2023-10-12,26741.3405990649,110832.28
2023-10-13,26842.4467703098,110834.28
2023-10-14,26861.9892375804,110938.73
2023-10-15,27130.3067092344,110925.26
2023-10-16,28506.7936741671,110935.95
2023-10-17,28433.2051522501,110955.99
2023-10-18,28328.0750195792,110976.15
2023-10-19,28690.358041204,111060.72
2023-10-20,29704.9853673291,111094.57
2023-10-21,29922.5464044418,111091.85
2023-10-22,29984.1593196961,111091.36
2023-10-23,32954.1690482174,111161.27
2023-10-24,33880.9566537113,111285.43
2023-10-25,34488.6589210988,111330.57
2023-10-26,34181.4922521917,111409.99
2023-10-27,33896.938528346,111451.09
2023-10-28,34091.5890327294,111486.1
2023-10-29,34574.3377206312,111503.12
2023-10-30,34495.1050207481,111529.02
2023-10-31,34636.4264736996,111578.5
2023-11-01,35431.9794532437,111771.53
2023-11-02,34882.9173366452,111795.72
2023-11-03,34708.2218804792,111825.45
2023-11-04,35091.0763062537,111829.28
2023-11-05,35105.0420265926,111832.86
2023-11-06,35017.7151484512,111842.36
2023-11-07,35418.4768901227,111869.33
2023-11-08,35797.8946090006,111887.7
2023-11-09,36675.3264333723,112028.77
2023-11-10,37367.4943722969,112072.83
2023-11-11,36979.9312405026,112076.3
2023-11-12,37053.3410514319,112080.92
2023-11-13,36543.2680870836,112107.13
2023-11-14,35590.6835645821,112128.61
2023-11-15,37840.5534894798,112225.75
2023-11-16,36160.4044509059,112266.07
2023-11-17,36569.7120534775,112289.33
2023-11-18,36577.4249617183,112294.15
2023-11-19,37442.7285119813,112324.2
2023-11-20,37516.0503708358,112367.2
2023-11-21,36035.0330862069,112438.57
2023-11-22,37403.0347168323,112536.43
2023-11-23,37311.7192156634,112542.39
2023-11-24,37718.7841630625,112556.42
2023-11-25,37800.1260932203,112552.86
2023-11-26,37482.7055260082,112572.98
2023-11-27,37229.2452197545,112581.27
2023-11-28,37828.4655911748,112608.37
2023-11-29,37846.8531227352,112634.44
2023-11-30,37712.7114789597,112862.5
2023-12-01,38703.5536820573,112902.09
2023-12-02,39462.2799272355,112914.35
2023-12-03,39978.2226104617,112923.64
2023-12-04,41910.2994815897,113064.19
2023-12-05,44067.0054763296,113160.02
2023-12-06,43745.8343907072,113326.58
2023-12-07,43282.6182261835,113398.99
2023-12-08,44205.0522089421,113466.26
2023-12-09,43740.0063927528,113492.25
2023-12-10,43732.7120900059,113507.88
2023-12-11,41209.8947904734,113580.99
2023-12-12,41467.2735698422,113719.75
2023-12-13,42939.0607583285,113747.01
2023-12-14,43033.1371560491,113762.99
2023-12-15,41978.0970195792,113863.98
2023-12-16,42203.2140450029,113909.11
2023-12-17,41428.6657855056,113905.5
2023-12-18,42635.7331911163,114028.65
2023-12-19,42271.863025716,114089.16
2023-12-20,43605.1555549386,114166.23
2023-12-21,43870.2382340736,114211.03
2023-12-22,44009.5016551724,114340.12
2023-12-23,43768.8067518995,114529.96
2023-12-24,43097.8093258329,114501.56
2023-12-25,43623.7504029807,114516.54
2023-12-26,42491.1229079486,114558.98
2023-12-27,43436.9594269433,115036.69
2023-12-28,42670.6797180012,115090.82
2023-12-29,41998.6033442431,115334.45
2023-12-30,42204.4917744009,115387.62
2023-12-31,42217.1587913501,115410.37
2024-01-01,44049.4735534775,115417.23
2024-01-02,44941.160493571,115500.29
2024-01-03,42773.6515423729,115567.51
2024-01-04,44250.7452670953,116161.05
2024-01-05,44146.3222022209,116214.11
2024-01-06,43917.9798147282,116221.0
2024-01-07,43844.195949737,116236.3
2024-01-08,46981.3242995324,116291.93
2024-01-09,46084.005795149,116388.87
2024-01-10,46818.1592764465,116466.44
2024-01-11,46380.8708082992,116546.35
2024-01-12,42817.4305356517,116627.39
2024-01-13,42846.9544699006,116635.31
2024-01-14,41888.1513068381,116660.67
2024-01-15,42528.9192489772,116690.95
2024-01-16,43171.4472241379,117596.07
2024-01-17,42689.304327294,117791.26
2024-01-18,41261.9076177674,117950.0
2024-01-19,41606.8535330216,118064.98
2024-01-20,41668.6904102864,118064.24
2024-01-21,41537.1123562244,118058.28
2024-01-22,39577.0998603156,118300.0
2024-01-23,39737.3143617767,118353.54
2024-01-24,40101.8568980129,118801.72
2024-01-25,39917.6611461134,118987.26
2024-01-26,41860.7310458796,119101.83
2024-01-27,42125.3014155465,119115.35
2024-01-28,41983.0202744009,119112.31
2024-01-29,43218.3470821157,119205.67
2024-01-30,42950.0541277031,119369.32
2024-01-31,42589.4708059614,119515.64
2024-02-01,43020.3596548802,119578.5
2024-02-02,43155.3852030976,119665.73
2024-02-03,42982.3789979544,119655.78
2024-02-04,42576.2913050847,119686.71
2024-02-05,42619.2742738165,119758.8
2024-02-06,43102.7062632963,119966.94
2024-02-07,44253.0314731151,120025.82
2024-02-08,45332.09157218,120075.78
2024-02-09,47176.9665137347,120141.49
2024-02-10,47792.8972156634,120170.35
2024-02-11,48200.7986057861,120204.11
2024-02-12,49989.80371654,120316.49
2024-02-13,49628.0941528346,120397.65
2024-02-14,51844.2929193454,120621.9
2024-02-15,51939.1472919345,120622.0
2024-02-16,52157.3123977206,120624.0
2024-02-17,51674.8158521333,120630.0
2024-02-18,52148.0645365283,120633.0
2024-02-19,51804.8051537113,120892.75
2024-02-20,52308.0531712449,121152.49
2024-02-21,51744.321808007,121412.24
2024-02-22,51292.3252574518,121671.63
2024-02-23,50789.1431759205,121799.18
2024-02-24,51578.2349164231,121818.81
2024-02-25,51746.4789669784,121840.59
2024-02-26,54551.8259184687,121937.75
2024-02-27,57049.888220339,122128.12
2024-02-28,62460.740619813,122716.51
2024-02-29,61394.7818515488,123075.61
2024-03-01,62524.401817066,123905.26
2024-03-02,62049.6145637054,123949.53
2024-03-03,62991.4422913501,
2024-03-04,68091.8388243717,124280.16
2024-03-05,63950.524329924,124843.31
2024-03-06,66103.7215400351,125748.77
2024-03-07,67070.3791484512,126176.55
2024-03-08,68343.7149552893,126562.13
2024-03-09,68502.5053392753,126677.06
2024-03-10,68882.2513395675,126933.72
2024-03-11,72198.0875341905,127312.85
2024-03-12,71432.7283018702,127587.92
2024-03-13,73081.5759053185,128043.2
2024-03-14,71505.2729076563,128557.71
2024-03-15,69424.9141753361,128765.72
2024-03-16,65433.6819006429,128832.46
2024-03-17,68285.0891691993,129315.13
2024-03-18,67770.8865245471,129513.57
2024-03-19,61969.3075394506,129648.62
2024-03-20,67848.1076396844,129817.69
2024-03-21,65454.7357232612,130126.68
2024-03-22,63486.4849997078,130577.99
2024-03-23,64361.2429047341,132676.2
2024-03-24,67289.5658310929,132808.3
2024-03-25,70042.0204237288,133773.11
2024-03-26,70071.0472144945,134110.1
2024-03-27,69267.8879815897,134246.52
2024-03-28,70826.8968714202,134804.33
2024-03-29,69917.0430070134,134898.67
2024-03-30,69663.0119073641,134948.14
2024-03-31,71227.4517939801,135031.33
2024-04-01,69791.6277305669,136025.17
2024-04-02,65533.7548351841,136352.01
2024-04-03,66130.2162393337,136454.17
2024-04-04,68438.135024547,136478.98
2024-04-05,67904.9094766219,136503.79
2024-04-06,69136.0710783168,136573.45
2024-04-07,69392.6830108124,136614.66
2024-04-08,71712.7972840444,136720.71
2024-04-09,69074.5418638223,136854.51
2024-04-10,70579.4456767972,136933.46
2024-04-11,70046.5536057861,136994.38
2024-04-12,67098.113691993,137088.43
2024-04-13,64551.6482875512,137122.35
2024-04-14,65648.8099602572,137177.45
2024-04-15,63393.325166277,137271.7
2024-04-16,63784.8203340152,137554.91
2024-04-17,61324.2184286967,137633.27
2024-04-18,63510.14500263,137870.28
2024-04-19,63762.6310300994,137988.57
2024-04-20,64907.9928366452,137993.58
2024-04-21,64968.192619813,138010.23
2024-04-22,66944.5960911748,138057.73
2024-04-23,66385.3002919345,138136.41
2024-04-24,64189.9679064874,138151.87
2024-04-25,64515.3874725307,138167.33
2024-04-26,63777.4715002922,138232.27
2024-04-27,63429.3099649328,138318.15
2024-04-28,62978.5770049678,138288.97
2024-04-29,63908.3888766803,138351.9
2024-04-30,60636.3261633548,138414.83
2024-05-01,58141.7772799532,138490.14
2024-05-02,59170.1088936295,138565.44
2024-05-03,62983.6554783752,138653.09
2024-05-04,63881.1305429573,138663.08
2024-05-05,64067.5959918177,138666.37
2024-05-06,63228.1031341321,138762.66
2024-05-07,62396.999720339,138794.97
2024-05-08,61079.27442782,138855.22
2024-05-09,62998.4903381064,138891.94
2024-05-10,60896.6418880772,138919.97
2024-05-11,60843.5729240211,138946.5
2024-05-12,61431.2746879018,139023.02
2024-05-13,62886.9394491526,139082.3
2024-05-14,61555.5670046756,139327.6
2024-05-15,66281.5322542373,139572.91
2024-05-16,65269.2603246639,139646.08
2024-05-17,66956.4409476914,139719.25
2024-05-18,66977.6006914085,139734.8
2024-05-19,66259.4704260666,139769.25
2024-05-20,71202.2025902981,139873.97
2024-05-21,70217.2546914085,139998.32
2024-05-22,69074.9141350088,139968.61
2024-05-23,67758.7306586791,140346.2
2024-05-24,68608.998279661,140437.9
2024-05-25,69282.7925976037,140443.4
2024-05-26,68445.0069532437,140505.82
2024-05-27,69347.815260374,140624.06
2024-05-28,68342.8204488603,147680.54
2024-05-29,67584.2632402104,147738.09
2024-05-30,68375.4760260082,147827.92
2024-05-31,67377.7626122151,147881.27
2024-06-01,67714.3526399766,147905.41
