d,price_usd,address_10k
2016-04-03,420.0735789012,121.0
2016-04-04,419.5407278784,119.0
2016-04-05,422.5013644068,119.0
2016-04-06,421.9071912332,119.0
2016-04-07,421.4672200468,120.0
2016-04-08,418.6434605494,119.0
2016-04-09,418.7586353594,120.0
2016-04-10,421.9544885447,120.0
2016-04-11,423.2730440094,120.0
2016-04-12,427.4276645821,120.0
2016-04-13,424.8725181181,120.0
2016-04-14,425.8565949737,120.0
2016-04-15,430.724418761,117.0
2016-04-16,432.2163130333,115.0
2016-04-17,429.3399687317,115.0
2016-04-18,429.6569336645,114.0
2016-04-19,437.5687261835,114.0
2016-04-20,442.6616533022,113.0
2016-04-21,452.1647028054,113.0
2016-04-22,448.1344213326,113.0
2016-04-23,453.914722969,113.0
2016-04-24,463.3828714202,114.0
2016-04-25,465.3160066628,113.0
2016-04-26,469.6087645237,115.0
2016-04-27,445.7411130918,112.0
2016-04-28,451.0600617767,112.0
2016-04-29,457.009965225,112.0
2016-04-30,449.900484512,112.0
2016-05-01,455.0107311514,113.0
2016-05-02,444.9330611923,112.0
2016-05-03,451.6288503799,113.0
2016-05-04,448.3679675628,113.0
2016-05-05,449.3360724722,114.0
2016-05-06,461.6938623612,114.0
2016-05-07,461.3618424898,114.0
2016-05-08,461.3788722969,113.0
2016-05-09,463.4622316774,114.0
2016-05-10,451.0796683226,114.0
2016-05-11,453.8963052601,116.0
2016-05-12,455.6072559322,116.0
2016-05-13,457.2419026885,114.0
2016-05-14,458.1195248393,114.0
2016-05-15,460.8577206312,115.0
2016-05-16,455.2240773232,115.0
2016-05-17,453.545777031,115.0
2016-05-18,454.4861841029,115.0
2016-05-19,437.724187142,116.0
2016-05-20,442.3967992402,115.0
2016-05-21,444.0782071888,116.0
2016-05-22,440.5586688486,116.0
2016-05-23,444.2050572764,116.0
2016-05-24,445.6744549386,116.0
2016-05-25,450.5495271771,116.0
2016-05-26,454.4337223846,117.0
2016-05-27,471.8201172998,117.0
2016-05-28,530.910597896,120.0
2016-05-29,527.5497124489,120.0
2016-05-30,533.4931490357,120.0
2016-05-31,530.9436928112,120.0
2016-06-01,537.6136788428,120.0
2016-06-02,538.7712431911,122.0
2016-06-03,570.1759882525,122.0
2016-06-04,574.2662016365,121.0
2016-06-05,575.1376380479,121.0
2016-06-06,585.8571490357,121.0
2016-06-07,578.469240678,122.0
2016-06-08,583.0975853302,122.0
2016-06-09,577.1016997078,123.0
2016-06-10,579.814993571,121.0
2016-06-11,605.4495569842,120.0
2016-06-12,670.3923743425,120.0
2016-06-13,704.3217781414,122.0
2016-06-14,684.9483194039,124.0
2016-06-15,695.0014684395,124.0
2016-06-16,767.4200312683,125.0
2016-06-17,750.0146339275,122.0
2016-06-18,758.2887801286,123.0
2016-06-19,766.767132671,122.0
2016-06-20,722.497452367,123.0
2016-06-21,669.6042046756,123.0
2016-06-22,594.8329746347,124.0
2016-06-23,627.67785564,124.0
2016-06-24,664.1269856809,124.0
2016-06-25,668.8726841029,124.0
2016-06-26,630.4342421391,125.0
2016-06-27,652.2448077148,125.0
2016-06-28,647.2187683811,126.0
2016-06-29,638.5863456458,124.0
2016-06-30,674.2848147282,125.0
2016-07-01,677.5123857393,125.0
2016-07-02,702.7393167738,124.0
2016-07-03,662.5500859147,124.0
2016-07-04,679.8424533606,123.0
2016-07-05,668.1659812975,123.0
2016-07-06,677.6513331385,121.0
2016-07-07,640.0532361192,121.0
2016-07-08,665.0517083577,124.0
2016-07-09,651.9419140269,124.0
2016-07-10,649.9593409702,123.0
2016-07-11,650.2725946815,122.0
2016-07-12,670.0231279953,122.0
2016-07-13,658.333613384,122.0
2016-07-14,660.9059601987,122.0
2016-07-15,666.758671128,123.0
2016-07-16,665.2756221508,123.0
2016-07-17,681.0896019871,121.0
2016-07-18,675.1185791935,119.0
2016-07-19,674.6603603156,121.0
2016-07-20,667.3053648743,121.0
2016-07-21,666.8517393337,121.0
2016-07-22,650.5629116306,121.0
2016-07-23,657.3779429573,121.0
2016-07-24,661.3939798364,120.0
2016-07-25,655.1195778492,120.0
2016-07-26,654.6263391584,121.0
2016-07-27,656.2751468732,120.0
2016-07-28,656.1964533606,120.0
2016-07-29,657.5575675044,121.0
2016-07-30,655.3617301578,121.0
2016-07-31,624.804487142,121.0
2016-08-01,606.5092479252,120.0
2016-08-02,526.9811483343,121.0
2016-08-03,570.3470409117,122.0
2016-08-04,583.5421580362,121.0
2016-08-05,581.2798056692,120.0
2016-08-06,590.7954029807,120.0
2016-08-07,594.732324021,119.0
2016-08-08,591.6292838691,119.0
2016-08-09,587.9321382233,119.0
2016-08-10,589.9687583285,117.0
2016-08-11,589.5858846873,117.0
2016-08-12,587.1916495617,117.0
2016-08-13,585.3635816482,117.0
2016-08-14,571.3870625365,117.0
2016-08-15,566.5644413209,117.0
2016-08-16,578.4149241379,121.0
2016-08-17,573.6637444185,119.0
2016-08-18,573.263191993,119.0
2016-08-19,573.9584579193,119.0
2016-08-20,581.7970701344,119.0
2016-08-21,580.7921925774,120.0
2016-08-22,584.9718977206,120.0
2016-08-23,582.6277473992,119.0
2016-08-24,578.7018316774,121.0
2016-08-25,576.0334365868,121.0
2016-08-26,578.8746534191,121.0
2016-08-27,570.2009937463,121.0
2016-08-28,575.1052325541,121.0
2016-08-29,573.4292675628,121.0
2016-08-30,575.695698422,120.0
2016-08-31,572.2727583285,121.0
2016-09-01,572.2217020456,122.0
2016-09-02,576.8467673875,121.0
2016-09-03,600.3744067797,122.0
2016-09-04,610.5389133255,122.0
2016-09-05,607.526964173,122.0
2016-09-06,612.99545827,122.0
2016-09-07,615.6598191116,122.0
2016-09-08,630.5501720047,122.0
2016-09-09,622.9778840444,123.0
2016-09-10,624.7526404442,123.0
2016-09-11,608.2466759205,123.0
2016-09-12,607.707372706,124.0
2016-09-13,608.6942963179,125.0
2016-09-14,609.413087668,122.0
2016-09-15,607.070262595,122.0
2016-09-16,607.8064380479,122.0
2016-09-17,607.3814496786,123.0
2016-09-18,611.5334603156,122.0
2016-09-19,608.8713063121,122.0
2016-09-20,608.3717486265,122.0
2016-09-21,596.9457566335,121.0
2016-09-22,595.56471654,121.0
2016-09-23,602.3787849211,121.0
2016-09-24,602.6873597312,120.0
2016-09-25,600.6100548802,120.0
2016-09-26,606.7788106371,120.0
2016-09-27,605.1516137347,120.0
2016-09-28,604.6864943892,120.0
2016-09-29,605.2025619521,120.0
2016-09-30,608.8658407364,120.0
2016-10-01,615.4084788428,120.0
2016-10-02,611.7485783168,120.0
2016-10-03,612.5903473992,120.0
2016-10-04,610.0078813559,120.0
2016-10-05,612.1477809468,119.0
2016-10-06,611.7608627703,119.0
2016-10-07,617.9057051432,119.0
2016-10-08,619.3010017534,119.0
2016-10-09,617.1010413209,119.0
2016-10-10,618.0852,119.0
2016-10-11,642.9813872589,119.0
2016-10-12,636.5979322034,119.0
2016-10-13,635.4440953244,119.0
2016-10-14,639.5860902981,119.0
2016-10-15,637.283759322,120.0
2016-10-16,642.9130425482,120.0
2016-10-17,639.1375364699,119.0
2016-10-18,635.5765085915,121.0
2016-10-19,629.6407080362,121.0
2016-10-20,628.5989011105,121.0
2016-10-21,630.9062033898,120.0
2016-10-22,654.508630976,120.0
2016-10-23,651.9619567504,120.0
2016-10-24,650.0271671537,121.0
2016-10-25,655.7925050847,121.0
2016-10-26,675.1098693162,120.0
2016-10-27,686.5233270602,121.0
2016-10-28,690.3906549386,121.0
2016-10-29,715.4454693162,121.0
2016-10-30,699.3334109877,121.0
2016-10-31,698.8977279953,120.0
2016-11-01,730.5784800117,121.0
2016-11-02,740.3670555231,123.0
2016-11-03,689.939206955,122.0
2016-11-04,705.4320166569,119.0
2016-11-05,706.8193255698,119.0
2016-11-06,715.8968797779,118.0
2016-11-07,706.1812167738,118.0
2016-11-08,711.8358465809,116.0
2016-11-09,721.5015099357,116.0
2016-11-10,713.4076156049,116.0
2016-11-11,715.7033106371,118.0
2016-11-12,703.8475511397,118.0
2016-11-13,703.626435301,118.0
2016-11-14,705.6435841613,118.0
2016-11-15,712.3471528346,118.0
2016-11-16,742.0501175921,119.0
2016-11-17,735.3180805377,120.0
2016-11-18,749.578727294,119.0
2016-11-19,751.2138194039,119.0
2016-11-20,730.3508136178,118.0
2016-11-21,736.5069839275,118.0
2016-11-22,747.9976779661,116.0
2016-11-23,741.2403179427,116.0
2016-11-24,737.354975979,115.0
2016-11-25,739.6852001753,115.0
2016-11-26,734.6529258913,115.0
2016-11-27,727.7411158387,115.0
2016-11-28,730.0824837522,113.0
2016-11-29,731.6464357101,112.0
2016-11-30,742.204451315,113.0
2016-12-01,753.674910111,114.0
2016-12-02,772.3023827294,113.0
2016-12-03,766.1104681473,114.0
2016-12-04,766.3801390999,114.0
2016-12-05,752.670726242,114.0
2016-12-06,759.1173257744,114.0
2016-12-07,764.9876500877,114.0
2016-12-08,767.6592246347,114.0
2016-12-09,771.9023210988,114.0
2016-12-10,775.4745613092,114.0
2016-12-11,770.4961504968,112.0
2016-12-12,778.5065990649,113.0
2016-12-13,778.9306945646,113.0
2016-12-14,776.9639614845,113.0
2016-12-15,776.1767819988,113.0
2016-12-16,782.2302158971,114.0
2016-12-17,789.6029322034,114.0
2016-12-18,790.632966526,114.0
2016-12-19,790.2790316774,114.0
2016-12-20,799.7775207481,115.0
2016-12-21,828.4836792519,115.0
2016-12-22,858.5014339568,115.0
2016-12-23,915.5624383402,116.0
2016-12-24,891.1552720631,115.0
2016-12-25,896.0032793103,115.0
2016-12-26,903.2012466394,114.0
2016-12-27,925.9508104617,114.0
2016-12-28,979.9609739918,113.0
2016-12-29,973.4625594389,113.0
2016-12-30,961.1826581531,112.0
2016-12-31,968.9705970193,112.0
2017-01-01,997.2573579778,112.0
2017-01-02,1017.07788609,112.0
2017-01-03,1032.6090531853,113.0
2017-01-04,1134.4964453536,115.0
2017-01-05,1000.4981289305,116.0
2017-01-06,892.46395564,114.0
2017-01-07,903.4532836353,113.0
2017-01-08,912.4849970777,113.0
2017-01-09,903.508666803,115.0
2017-01-10,906.4989473992,116.0
2017-01-11,788.3146559906,115.0
2017-01-12,807.1098335476,117.0
2017-01-13,826.7469274109,116.0
2017-01-14,820.0451572764,116.0
2017-01-15,824.5470651666,118.0
2017-01-16,830.8380350672,118.0
2017-01-17,906.0268281122,117.0
2017-01-18,881.2598153711,117.0
2017-01-19,902.2638699591,117.0
2017-01-20,895.1745161894,117.0
2017-01-21,924.4682594974,117.0
2017-01-22,922.4670773816,118.0
2017-01-23,919.1157441262,118.0
2017-01-24,887.7431938048,117.0
2017-01-25,895.6900332554,116.0
2017-01-26,916.6674685564,116.0
2017-01-27,920.4544634717,116.0
2017-01-28,922.7749485681,116.0
2017-01-29,915.6320231444,116.0
2017-01-30,920.3132607832,116.0
2017-01-31,968.4991056692,116.0
2017-02-01,987.532590415,115.0
2017-02-02,1007.7043659848,116.0
2017-02-03,1015.3020394506,116.0
2017-02-04,1033.7859729983,116.0
2017-02-05,1014.5678757452,115.0
2017-02-06,1023.3174811806,115.0
2017-02-07,1053.6244590298,115.0
2017-02-08,1052.3676453536,112.0
2017-02-09,982.7519394506,114.0
2017-02-10,996.6501531268,115.0
2017-02-11,1011.3753222092,115.0
2017-02-12,1006.2964648743,115.0
2017-02-13,999.9531849795,115.0
2017-02-14,1012.2134635301,115.0
2017-02-15,1013.9038405026,115.0
2017-02-16,1036.8068647575,116.0
2017-02-17,1058.669920339,116.0
2017-02-18,1060.6688048802,116.0
2017-02-19,1058.7864003507,114.0
2017-02-20,1088.6884292227,114.0
2017-02-21,1128.8552931619,113.0
2017-02-22,1129.7017906487,113.0
2017-02-23,1188.8617855056,113.0
2017-02-24,1185.4888915839,113.0
2017-02-25,1151.604736879,114.0
2017-02-26,1181.7108658679,114.0
2017-02-27,1194.1524501461,114.0
2017-02-28,1188.3999407364,114.0
2017-03-01,1228.4596506137,114.0
2017-03-02,1262.9314673875,116.0
2017-03-03,1289.3631911163,115.0
2017-03-04,1268.9406644068,114.0
2017-03-05,1276.273682934,114.0
2017-03-06,1282.2546566336,116.0
2017-03-07,1234.476462069,116.0
2017-03-08,1152.1393892461,116.0
2017-03-09,1193.4555265926,116.0
2017-03-10,1098.5301490357,116.0
2017-03-11,1176.822921391,116.0
2017-03-12,1231.7483566336,116.0
2017-03-13,1239.3962963179,116.0
2017-03-14,1246.5365648743,116.0
2017-03-15,1258.6513814728,116.0
2017-03-16,1178.0207503799,114.0
2017-03-17,1072.0825381648,113.0
2017-03-18,962.569056166,113.0
2017-03-19,1020.2202535359,113.0
2017-03-20,1037.7563458796,113.0
2017-03-21,1111.8182635885,112.0
2017-03-22,1037.3025701344,112.0
2017-03-23,1028.1728562829,111.0
2017-03-24,935.0634962011,111.0
2017-03-25,968.5433292811,110.0
2017-03-26,962.958054588,110.0
2017-03-27,1042.9191977791,111.0
2017-03-28,1045.1629316189,111.0
2017-03-29,1039.6886157803,110.0
2017-03-30,1037.9876614261,110.0
2017-03-31,1081.7435310929,110.0
2017-04-01,1089.5247718293,110.0
2017-04-02,1105.5629557569,111.0
2017-04-03,1144.6647710111,109.0
2017-04-04,1141.9219187025,109.0
2017-04-05,1135.8116437756,108.0
2017-04-06,1194.5964593805,110.0
2017-04-07,1191.7314510812,109.0
2017-04-08,1184.417720339,109.0
2017-04-09,1213.6341398013,109.0
2017-04-10,1211.6498762127,108.0
2017-04-11,1229.7849329047,109.0
2017-04-12,1216.1143678551,108.0
2017-04-13,1172.5583396844,109.0
2017-04-14,1174.3332335476,109.0
2017-04-15,1175.5621890123,111.0
2017-04-16,1173.6913798948,111.0
2017-04-17,1191.9012014611,111.0
2017-04-18,1202.1314580362,111.0
2017-04-19,1209.5609088837,112.0
2017-04-20,1235.8030745178,114.0
2017-04-21,1247.3360702513,114.0
2017-04-22,1243.5503925774,114.0
2017-04-23,1250.0014832262,114.0
2017-04-24,1257.239442256,113.0
2017-04-25,1279.8647174167,113.0
2017-04-26,1296.4854574518,113.0
2017-04-27,1345.8899556692,112.0
2017-04-28,1347.9851555231,112.0
2017-04-29,1357.7152534191,112.0
2017-04-30,1381.9563722969,112.0
2017-05-01,1436.9414880187,112.0
2017-05-02,1463.8190684687,113.0
2017-05-03,1519.4089444769,112.0
2017-05-04,1539.8300515488,115.0
2017-05-05,1529.8504430158,114.0
2017-05-06,1573.2855096143,113.0
2017-05-07,1526.2677717125,112.0
2017-05-08,1685.0864963179,112.0
2017-05-09,1719.2280135593,112.0
2017-05-10,1782.499,111.0
2017-05-11,1835.4875482174,111.0
2017-05-12,1704.6616410871,112.0
2017-05-13,1779.840256692,111.0
2017-05-14,1794.5935505552,112.0
2017-05-15,1736.8828461134,112.0
2017-05-16,1757.0269485681,111.0
2017-05-17,1808.746064699,112.0
2017-05-18,1894.2472645529,113.0
2017-05-19,1967.5455476914,114.0
2017-05-20,2048.1176779953,114.0
2017-05-21,2045.2224931619,111.0
2017-05-22,2078.9435000292,112.0
2017-05-23,2257.2883638223,112.0
2017-05-24,2415.0072266511,113.0
2017-05-25,2319.6013786675,113.0
2017-05-26,2279.4185836353,113.0
2017-05-27,2044.3004998247,114.0
2017-05-28,2225.7008666277,114.0
2017-05-29,2284.7157974869,114.0
2017-05-30,2167.2644779077,114.0
2017-05-31,2299.4326102572,113.0
2017-06-01,2399.8876319404,115.0
2017-06-02,2479.4238943308,115.0
2017-06-03,2549.5519515196,114.0
2017-06-04,2524.9938335476,114.0
2017-06-05,2685.3189167154,114.0
2017-06-06,2871.3416773524,115.0
2017-06-07,2706.7600088545,114.0
2017-06-08,2802.5635468147,115.0
2017-06-09,2804.8722669199,114.0
2017-06-10,2916.3278597896,115.0
2017-06-11,2974.2145592051,115.0
2017-06-12,2665.4332699591,114.0
2017-06-13,2707.137824021,113.0
2017-06-14,2443.8244513735,113.0
2017-06-15,2409.886764173,113.0
2017-06-16,2476.3590953828,112.0
2017-06-17,2652.7553633548,112.0
2017-06-18,2508.2142074226,116.0
2017-06-19,2589.642213384,113.0
2017-06-20,2733.2265562829,115.0
2017-06-21,2639.2613142022,116.0
2017-06-22,2686.6475143191,115.0
2017-06-23,2685.8704710111,116.0
2017-06-24,2562.1891487434,116.0
2017-06-25,2497.7289413793,118.0
2017-06-26,2426.3650511981,116.0
2017-06-27,2530.3455360023,117.0
2017-06-28,2562.7922642022,113.0
2017-06-29,2540.4430316189,112.0
2017-06-30,2452.7120642899,113.0
2017-07-01,2412.3662131502,113.0
2017-07-02,2518.8721873758,113.0
2017-07-03,2551.9274317358,113.0
2017-07-04,2599.7447499123,112.0
2017-07-05,2608.1048911748,114.0
2017-07-06,2603.1954736996,113.0
2017-07-07,2495.7809222092,111.0
2017-07-08,2553.4941581239,113.0
2017-07-09,2506.1732135593,113.0
2017-07-10,2319.36689737,113.0
2017-07-11,2319.1674406195,113.0
2017-07-12,2374.8862664524,113.0
2017-07-13,2343.7383482466,113.0
2017-07-14,2214.8252372881,114.0
2017-07-15,1989.6331902396,114.0
2017-07-16,1910.7495416131,114.0
2017-07-17,2215.7462961426,112.0
2017-07-18,2303.7611458796,115.0
2017-07-19,2257.0652358855,112.0
2017-07-20,2823.8979263589,113.0
2017-07-21,2666.1397182934,113.0
2017-07-22,2829.7540549679,113.0
2017-07-23,2753.2438649328,113.0
2017-07-24,2755.1595242256,113.0
2017-07-25,2558.692998948,113.0
2017-07-26,2522.3246462887,113.0
2017-07-27,2665.1475464933,112.0
2017-07-28,2793.8334848627,114.0
2017-07-29,2706.4507654588,111.0
2017-07-30,2749.3845277031,110.0
2017-07-31,2862.6112908825,115.0
2017-08-01,2727.3891819988,108.0
2017-08-02,2690.1456719755,111.0
2017-08-03,2789.7463124489,110.0
2017-08-04,2860.2728432496,111.0
2017-08-05,3237.4233632963,111.0
2017-08-06,3230.1167089421,116.0
2017-08-07,3392.5624186441,119.0
2017-08-08,3425.6766165985,115.0
2017-08-09,3347.2154316189,118.0
2017-08-10,3437.0321554646,119.0
2017-08-11,3660.5205372881,119.0
2017-08-12,3871.0824061952,120.0
2017-08-13,4063.8010527177,121.0
2017-08-14,4304.6039312098,121.0
2017-08-15,4160.0305458796,122.0
2017-08-16,4364.6785746347,121.0
2017-08-17,4308.5168614261,121.0
2017-08-18,4108.5071621859,121.0
2017-08-19,4160.3324568673,119.0
2017-08-20,4085.8103943308,119.0
2017-08-21,3992.6260352426,119.0
2017-08-22,4074.3304612507,118.0
2017-08-23,4146.9153452367,119.0
2017-08-24,4325.8164279953,120.0
2017-08-25,4353.1317725599,120.0
2017-08-26,4341.9787167738,120.0
2017-08-27,4344.9034447691,121.0
2017-08-28,4379.7639206897,122.0
2017-08-29,4600.456830976,121.0
2017-08-30,4586.6327367037,121.0
2017-08-31,4740.3562177089,120.0
2017-09-01,4918.166244886,119.0
2017-09-02,4595.0200178258,119.0
2017-09-03,4625.296314436,120.0
2017-09-04,4374.7534964933,120.0
2017-09-05,4454.0525376973,120.0
2017-09-06,4607.5165298071,120.0
2017-09-07,4635.1118758036,119.0
2017-09-08,4345.4576563413,120.0
2017-09-09,4335.593449737,120.0
2017-09-10,4261.8435210403,121.0
2017-09-11,4212.5475733489,121.0
2017-09-12,4164.319434249,121.0
2017-09-13,3887.1185867914,119.0
2017-09-14,3247.4687390415,118.0
2017-09-15,3699.2229438925,116.0
2017-09-16,3711.2343506721,117.0
2017-09-17,3711.8562039743,117.0
2017-09-18,4080.4284430158,116.0
2017-09-19,3925.7361902396,116.0
2017-09-20,3895.777078609,116.0
2017-09-21,3617.2434658095,115.0
2017-09-22,3619.2137182934,116.0
2017-09-23,3775.600594097,116.0
2017-09-24,3676.8969441847,116.0
2017-09-25,3918.7380713033,116.0
2017-09-26,3890.090936879,118.0
2017-09-27,4207.7874853887,118.0
2017-09-28,4187.7697963179,117.0
2017-09-29,4155.010119813,117.0
2017-09-30,4334.5446125073,118.0
2017-10-01,4382.0868980129,118.0
2017-10-02,4386.8757150789,118.0
2017-10-03,4306.5646420222,119.0
2017-10-04,4216.6848214494,119.0
2017-10-05,4319.4209158387,120.0
2017-10-06,4365.9157104033,118.0
2017-10-07,4438.8559330801,119.0
2017-10-08,4600.7397966102,119.0
2017-10-09,4777.5346569258,119.0
2017-10-10,4741.077914962,119.0
2017-10-11,4814.9671180596,121.0
2017-10-12,5393.6689827586,121.0
2017-10-13,5614.0775146113,121.0
2017-10-14,5785.7383150205,121.0
2017-10-15,5689.8650596143,120.0
2017-10-16,5756.148811806,120.0
2017-10-17,5590.4163243717,119.0
2017-10-18,5583.8704257744,119.0
2017-10-19,5708.312990941,119.0
2017-10-20,6000.8831303331,119.0
2017-10-21,6030.2078927528,119.0
2017-10-22,5996.5981388077,120.0
2017-10-23,5888.2500166569,119.0
2017-10-24,5517.7753533022,118.0
2017-10-25,5736.017801578,118.0
2017-10-26,5900.3177291058,117.0
2017-10-27,5771.9450461718,117.0
2017-10-28,5762.3885768556,117.0
2017-10-29,6174.7288448276,117.0
2017-10-30,6119.256383986,117.0
2017-10-31,6428.5146370544,117.0
2017-11-01,6726.4118345997,116.0
2017-11-02,7043.7779389246,115.0
2017-11-03,7198.6321107539,115.0
2017-11-04,7420.498078609,115.0
2017-11-05,7371.1390298071,114.0
2017-11-06,6985.2638439509,114.0
2017-11-07,7118.202543834,114.0
2017-11-08,7451.2127866745,114.0
2017-11-09,7117.7380496786,115.0
2017-11-10,6620.567336353,115.0
2017-11-11,6346.7214491525,114.0
2017-11-12,5829.0978275862,115.0
2017-11-13,6519.4451721216,115.0
2017-11-14,6592.3743971362,115.0
2017-11-15,7257.3732121566,115.0
2017-11-16,7833.7044333723,114.0
2017-11-17,7729.0332700175,113.0
2017-11-18,7796.1542410871,113.0
2017-11-19,8018.3206884863,113.0
2017-11-20,8269.8742574518,113.0
2017-11-21,8091.9980835769,112.0
2017-11-22,8249.5973302163,111.0
2017-11-23,8071.6698214495,111.0
2017-11-24,8232.4223331385,110.0
2017-11-25,8760.1654421391,110.0
2017-11-26,9319.9033147282,111.0
2017-11-27,9730.7285794857,110.0
2017-11-28,9932.1941800117,109.0
2017-11-29,9800.0275517241,111.0
2017-11-30,9996.7149719462,112.0
2017-12-01,10808.9583325541,113.0
2017-12-02,10934.8599856809,114.0
2017-12-03,11213.9426554646,114.0
2017-12-04,11562.1285669199,114.0
2017-12-05,11736.7540672122,114.0
2017-12-06,13992.1323372297,114.0
2017-12-07,17032.2933763881,113.0
2017-12-08,16298.4873386908,113.0
2017-12-09,15050.0219541204,110.0
2017-12-10,15474.9995432496,111.0
2017-12-11,16873.4977849211,111.0
2017-12-12,17433.9307381648,114.0
2017-12-13,16515.15257218,114.0
2017-12-14,16602.8928033314,114.0
2017-12-15,17702.0021721216,114.0
2017-12-16,19640.5138834015,115.0
2017-12-17,19250.467650789,116.0
2017-12-18,18982.0250242548,115.0
2017-12-19,17653.3260894214,114.0
2017-12-20,16453.6272603741,112.0
2017-12-21,15633.8336504968,114.0
2017-12-22,14305.7183436587,113.0
2017-12-23,14910.8581049094,113.0
2017-12-24,14026.3468661601,113.0
2017-12-25,14080.9422600818,112.0
2017-12-26,15727.1454792519,112.0
2017-12-27,15389.0005739334,112.0
2017-12-28,14289.4522095266,115.0
2017-12-29,14571.7460821157,115.0
2017-12-30,12948.7158828171,117.0
2017-12-31,13921.4806414378,115.0
2018-01-01,13464.6536116306,115.0
2018-01-02,14754.322204851,115.0
2018-01-03,15010.2861595558,114.0
2018-01-04,15070.3007986558,113.0
2018-01-05,16997.2274079486,113.0
2018-01-06,17103.589279661,112.0
2018-01-07,16231.6949994155,113.0
2018-01-08,14937.4150894214,113.0
2018-01-09,14378.5862174167,111.0
2018-01-10,14669.0882656341,112.0
2018-01-11,13186.7549427236,112.0
2018-01-12,13789.4436639392,112.0
2018-01-13,14231.2250645821,112.0
2018-01-14,13681.0654611338,112.0
2018-01-15,13591.6961966686,112.0
2018-01-16,11431.0401052016,112.0
2018-01-17,11159.6085905903,112.0
2018-01-18,11246.0397302747,111.0
2018-01-19,11440.2555616598,112.0
2018-01-20,12768.4045856224,111.0
2018-01-21,11422.3942589129,112.0
2018-01-22,10737.3505774401,111.0
2018-01-23,10849.3918793103,111.0
2018-01-24,11225.8961747516,112.0
2018-01-25,11130.4649473992,112.0
2018-01-26,11035.5546098773,113.0
2018-01-27,11320.9701852718,114.0
2018-01-28,11615.95871128,112.0
2018-01-29,11132.5543138515,112.0
2018-01-30,9959.5467153711,112.0
2018-01-31,10050.0957971946,112.0
2018-02-01,9039.8650751023,110.0
2018-02-02,8786.0773798948,110.0
2018-02-03,9132.1003223261,110.0
2018-02-04,8250.5268959673,110.0
2018-02-05,6849.542559322,111.0
2018-02-06,7738.6439596727,111.0
2018-02-07,7624.5953895383,114.0
2018-02-08,8218.580851841,114.0
2018-02-09,8660.4534678551,113.0
2018-02-10,8530.2928047925,112.0
2018-02-11,8096.7284812975,111.0
2018-02-12,8907.670179135,111.0
2018-02-13,8523.9669319112,110.0
2018-02-14,9467.3010327294,111.0
2018-02-15,10106.7330835769,110.0
2018-02-16,10189.3164833431,110.0
2018-02-17,11085.5984143776,110.0
2018-02-18,10452.0919772063,111.0
2018-02-19,11139.3557305669,112.0
2018-02-20,11245.9323179427,112.0
2018-02-21,10458.8650888369,111.0
2018-02-22,9878.1589427236,112.0
2018-02-23,10159.0656125073,115.0
2018-02-24,9686.6017799533,112.0
2018-02-25,9603.2274774985,112.0
2018-02-26,10312.3657130333,114.0
2018-02-27,10654.1072948568,114.0
2018-02-28,10307.0249663939,114.0
2018-03-01,10923.6308617767,113.0
2018-03-02,11014.0584672706,113.0
2018-03-03,11425.6805654588,113.0
2018-03-04,11462.5831975453,113.0
2018-03-05,11540.6623205728,112.0
2018-03-06,10677.0352308591,112.0
2018-03-07,9903.0850490941,112.0
2018-03-08,9330.4754529515,113.0
2018-03-09,9278.1391843951,113.0
2018-03-10,8786.5604231444,113.0
2018-03-11,9513.5353997662,113.0
2018-03-12,9147.8901805962,113.0
2018-03-13,9160.5429327878,113.0
2018-03-14,8222.1272390415,113.0
2018-03-15,8268.589122443,113.0
2018-03-16,8376.9044982466,115.0
2018-03-17,7881.6619205143,115.0
2018-03-18,8189.0167191701,115.0
2018-03-19,8537.0156233197,115.0
2018-03-20,8895.547179135,115.0
2018-03-21,8879.5942565751,115.0
2018-03-22,8710.6649351257,115.0
2018-03-23,8771.746323495,115.0
2018-03-24,8610.9885163647,115.0
2018-03-25,8440.6109225599,115.0
2018-03-26,8171.1843544711,115.0
2018-03-27,7837.2653194039,115.0
2018-03-28,7933.6427296902,115.0
2018-03-29,7108.5708132671,115.0
2018-03-30,6832.1490663355,115.0
2018-03-31,6922.2812969024,115.0
2018-04-01,6804.5248793104,115.0
2018-04-02,7033.259609585,115.0
2018-04-03,7420.800515488,116.0
2018-04-04,6780.5436014027,115.0
2018-04-05,6798.4226165985,116.0
2018-04-06,6610.4923497954,116.0
2018-04-07,6886.4694719462,116.0
2018-04-08,7009.996104325,116.0
2018-04-09,6736.8928237873,115.0
2018-04-10,6816.7186154296,115.0
2018-04-11,6944.7858571011,116.0
2018-04-12,7904.3302752776,116.0
2018-04-13,7919.064694623,116.0
2018-04-14,8006.417943308,116.0
2018-04-15,8342.2711014027,116.0
2018-04-16,8046.9821335476,116.0
2018-04-17,7887.7379579194,116.0
2018-04-18,8162.8348617767,116.0
2018-04-19,8272.9673158971,114.0
2018-04-20,8839.5011320865,114.0
2018-04-21,8863.5408290473,114.0
2018-04-22,8800.9590870836,114.0
2018-04-23,8930.7846335476,114.0
2018-04-24,9652.2137887201,113.0
2018-04-25,8855.5089365868,113.0
2018-04-26,9264.7274269433,114.0
2018-04-27,8981.3307901812,114.0
2018-04-28,9341.8246846873,112.0
2018-04-29,9396.9976297487,112.0
