d,price_usd,binance,bybit,okx,bitget,deribit,bitmex,huobi,bitfinex,gate_io,kucoin,kraken,crypto_com,dydx,delta_exchange
2022-04-02,45939.8973489188,4593299139.5414,1946558130.5167,1920806115.2122,2511690743.0,1104045972.8969,470036489.258,372875493.6862,606320992.4324,,,105075234.1515,,297675620.8932,
2022-04-03,46440.5438538866,4482785040.052,1899803983.9835,1960725403.3118,2591634594.0,1113431200.5611,467416835.9974,393416916.2349,600391093.8085,,,101765703.3448,,296945586.0975,
2022-04-04,46663.0041770894,4547523313.4705,1940667791.2878,2006984969.1487,2926766736.0,1128254108.0465,458462190.0542,392451391.9382,607198070.8653,,,104308487.2963,,283009767.8514,
2022-04-05,45693.0350619521,4624435937.1542,2007639613.5713,2004626572.2388,2807136793.0,1117712720.1515,468891989.6285,384925417.8494,611864696.4474,,,102076310.7149,,291750937.4164,
2022-04-06,43304.9371990064,4709839919.6709,2025789404.6093,2010590442.7351,2975044205.0,1135493046.2488,477133986.3605,372665726.2695,598945968.2832,,,99956883.8796,,283885574.8596,
2022-04-07,43569.0471697837,4740011210.3039,2260614525.3156,1977916612.3138,2784872484.0,1154897065.7671,453846067.3878,358326459.2598,573185111.5627,,,98373284.3823,,261530424.353,
2022-04-08,42222.0689772063,4726683253.4685,3751566443.8899,1955995243.8205,2968428490.0,1164856253.7715,451182244.376,352870246.5819,578375910.2329,,,98733077.3777,,272881585.9393,
2022-04-09,42680.9947355932,4704424962.7002,3549459713.7495,1921073647.1519,2304723273.0,1146693881.2097,451322438.4376,329755685.5987,562495567.6396,,,100210510.9356,,269688515.7851,
2022-04-10,42264.4633909994,4772942758.899,3533025234.0808,1932610063.2492,2270438467.0,1142428013.3231,444640331.0262,341937287.7095,567901538.5171,,,98494494.6898,,281378807.4233,
2022-04-11,39544.0251835184,4757966302.6785,3300307773.1189,1919244983.1991,2292434734.0,1145617253.1787,478323753.6987,360318698.0451,562191258.0043,,,100771249.4285,,284300641.689,
2022-04-12,40096.3669748685,4526078467.0902,2599139513.8357,1907988129.3456,2229627336.0,1137901112.2713,438755237.0874,321878114.1232,530558682.454,,,99837779.1406,,254689021.8433,
2022-04-13,41152.7554517826,4523790840.2231,2517630928.876,1838170133.716,2363440367.0,1135763689.2765,467019513.1694,318772716.6143,534558193.0067,,,104425986.3106,,264100323.6219,
2022-04-14,39916.4963842782,4449013517.5255,2478009291.2843,1816025927.135,2600474294.0,1103496096.4322,453025089.8305,311250239.577,547979068.7733,,,103191338.7396,,256313851.899,
2022-04-15,40527.3319567504,4475285499.4811,2395183088.5422,1896676379.0897,2018524382.0,1117452869.4166,455296826.1544,309826039.1606,530363716.6978,,,103433385.6664,,259244890.5665,
2022-04-16,40439.5881209819,4470424317.2117,2297156734.6513,1758171029.0611,1905997052.0,1087752735.4962,459765669.1817,305933750.2816,538931857.9767,,,103511428.3419,,278675608.8625,
2022-04-17,39704.7839798364,4462894331.5052,2281019172.0559,1815283821.4169,2010609746.0,1086473041.5546,452483084.0927,317555697.7158,534968522.0102,,,103434680.9888,,279613767.6509,
2022-04-18,40818.8786025716,4508313127.7916,2321038931.3635,1805223181.7803,2057371474.0,1089513532.7501,462317243.0895,309253359.4671,527181052.261,,,104268979.0274,,278215704.732,
2022-04-19,41489.6638011689,4425808350.4102,2121174779.6506,1772660154.6456,1954549720.0,1077253422.6759,469152896.5322,298643854.9462,540791090.9535,,,105408296.7417,,275952859.5807,
2022-04-20,41395.64458346,4516879519.1452,2144290922.6978,1851826177.1413,1951467246.0,1077231307.7976,471189620.1907,309185309.519,550205232.5169,,,104121348.8524,,278779239.7845,
2022-04-21,40457.4959418469,4495564996.0276,2036603266.0266,1799928013.1184,1974717295.0,1089665243.598,455696573.4269,307125965.6299,547598569.3469,,,105936917.5039,,290895049.5995,
2022-04-22,39737.9735040912,4443403216.6498,1921051193.3091,1795488609.0206,2116777513.0,1103927412.8301,459101669.3332,301281848.0338,536166654.1426,,,103383674.2849,,274316525.6091,
2022-04-23,39582.4548720047,4569267289.031,1956281194.8655,1825210832.7883,2066621995.0,1100812895.6199,458821413.2505,293945763.3502,528042644.1989,,,107018611.0723,,277144070.2926,
2022-04-24,39511.6456928697,4592944930.3259,1936157661.0318,1881992808.6215,2082897811.0,1096480273.4199,461777291.2353,300119548.7403,524330547.7659,,,108549606.7214,,280359244.1727,
2022-04-25,40473.7483176505,4564792956.3526,1891768945.9798,1796377516.2165,2130828167.0,1092146338.5079,454940193.2488,302855033.7194,524459388.0446,,,107700928.3557,,271908276.6448,
2022-04-26,38072.800873758,4519452257.8113,1811816267.9439,1813476027.8639,2261788739.0,1125935515.5804,455858205.6975,307870707.3255,539778971.1485,,,103965829.8365,,268884645.1984,
2022-04-27,39218.5376174752,4526463242.6206,1883519079.0799,1784770189.6171,2090828731.0,1155081823.3512,468119679.7948,305371162.0014,512779205.7576,,,105106330.238,,279528341.32,
2022-04-28,39747.9894270018,4434574564.9717,1833825930.8221,1761525881.4288,2189227272.0,1152988922.934,445585136.3419,297347923.9351,528613217.6553,,,106033997.3303,,288706138.7288,
2022-04-29,38609.5059070719,4335870179.2078,1803285315.5724,1771620482.6126,2266847310.0,1150367349.9499,463445293.3687,301215532.7006,533342945.2687,,,103172795.0687,,282496471.7136,
2022-04-30,37714.0949804208,4400961045.2946,1875412523.6927,1729732288.7571,2196564634.0,1104181206.4216,445640769.8443,288781153.6257,520391550.4501,,,103204599.4663,,275304196.7193,
2022-05-01,38459.226979135,4417128440.191,1858608729.8197,1730117880.7729,1974079711.0,1102894373.6529,450915892.0988,292233405.4939,509675266.3144,,,104229888.3082,,266730712.234,
2022-05-02,38566.0628877849,4376377264.3674,1836360132.307,1733697763.3579,1988917225.0,1114790818.0107,464337402.1624,294735392.847,517004782.0702,,,103243348.1825,,265602967.203,
2022-05-03,37704.4053153127,4303695140.901,1866774897.9603,1741421690.5567,2178769891.0,1118069049.6091,443116216.6093,294396804.5384,510423705.455,,,104933591.6708,,262931202.4532,
2022-05-04,39641.852176505,4681140327.5042,2082357177.5052,1845518892.2707,2051151908.0,1120129275.7868,451388796.921,301625250.8633,502941337.7176,,,106856547.7472,,258910002.9944,
2022-05-05,36502.0245601403,4550286051.0692,1965144145.8734,1837828391.0613,2322087887.0,1114103599.7087,459472022.7885,308988748.3284,527201958.211,,,101254921.0194,,264869174.7402,
2022-05-06,36042.9995584453,4494792680.0546,1884265471.7691,1768443186.922,2428480921.0,1126085244.8716,464524684.1896,274571800.4163,496094626.0608,,,103750750.3853,,273481787.3472,
2022-05-07,35508.7110227937,4377790840.181,1852684546.7188,1747369798.1069,2186740181.0,1083078326.2273,449030736.6937,269953774.6869,492858704.3803,,,101034226.7033,,274816786.0235,
2022-05-08,34058.9066861484,4418819091.8423,1905119550.6911,1773154783.5085,1956631857.0,1076706468.9587,463877460.6399,266045066.5422,485939135.8239,,,101610075.5031,,266206430.7687,
2022-05-09,30457.9218194039,4204576481.924,1811393653.0335,1767478165.054,2014689083.0,1109233128.5926,485588840.1093,257680486.9543,468736193.3255,,,101095757.0482,,252528634.418,
2022-05-10,30990.7351659848,3668108167.4071,1519164401.0881,1624351397.9665,2209736135.0,1154856210.2126,450465731.1468,243033631.6794,418545127.3404,,,96516896.8451,,232519967.2922,
2022-05-11,28796.5568217417,3594613490.887,1493781037.0467,1644370332.7708,1944921558.0,1153166637.8196,440179623.9243,235973197.4852,431211137.4634,,,93080338.3667,,217059786.186,
2022-05-12,29030.7070417884,3341804347.9403,1460766477.8934,1696057194.637,2079916633.0,1184974109.429,448912046.8625,255639160.3965,423722870.6571,,,79790006.8193,,180289856.9175,
2022-05-13,29285.9346718293,3098234053.5364,1346854108.2526,1727074423.3421,1771132131.0,1176216445.2766,448802957.8623,246389145.7451,410168777.2541,,,70282203.2233,,167604370.813,
2022-05-14,30051.935755114,3224694909.7547,1444003600.0739,1665281625.0005,1680272447.0,1131072411.4578,449776365.557,246714462.0893,402149811.6086,,,68235964.7912,,172878327.783,
2022-05-15,31182.6212460549,3089734312.8135,1412222192.1202,1666835622.6033,1745437189.0,1124377877.9185,396214653.5708,253362989.8805,411840364.9815,,,69831592.8397,,177888148.6944,
2022-05-16,29889.6124757452,3300132209.4814,1559986235.8151,1651235455.0888,1383569934.0,1135877713.9885,418406867.3449,259801565.9328,426818231.687,,,68968289.6729,,189728705.9597,
2022-05-17,30438.1944476914,3248166110.1788,1481044199.0323,1643168054.9814,1291746463.0,1136135417.2975,414815511.4302,260995380.6639,405949669.2691,,,69886517.0781,,197918403.7253,
2022-05-18,28771.2204786675,3260540308.753,1494340137.4125,1652949241.7113,1400922792.0,1131385537.0216,443339535.6235,270894879.4562,412224042.4416,,,69796498.6868,,204851282.648,
2022-05-19,30257.8852483928,3328191530.1968,1533344619.9915,1728287225.9768,1265709783.0,1141134178.7865,446294657.3169,274606999.1006,390994079.1129,,,70071855.8208,,184791611.474,
2022-05-20,29224.245998422,3674127066.6231,1649618233.3082,1676442832.6043,2102903349.0,1186870724.3646,425909276.2663,281304784.1246,415685801.927,,,67559677.0133,,205497233.739,
2022-05-21,29420.0782857978,3440704454.0726,1597851946.2708,1649331102.5208,2094527315.0,1188384445.5901,439604046.5876,261575719.6802,397532491.6066,,,67975781.0088,,208450663.2819,
2022-05-22,30331.87514173,3383906092.9511,1582549678.1434,1637226694.2262,1352693164.0,1198660648.7753,442368083.6415,262687605.9174,401895408.778,,,66723426.5163,,216378060.1142,
2022-05-23,29088.2515419638,3626853340.7402,1702489508.4744,1660826263.6208,1493906532.0,1202242185.0665,443877712.1123,258523649.9411,412082111.1077,,,66584345.8055,,227631074.403,
2022-05-24,29643.6837556984,3513513429.3834,1667712467.5632,1694816888.6374,1390013331.0,1219144252.7051,436676443.488,251115181.7758,398234874.3478,,,68331535.2117,,218902304.0424,
2022-05-25,29577.259880187,3581158084.586,1673696857.1405,1711344205.5414,1363695636.0,1227743354.9586,437787988.1927,259579284.7386,408455612.2914,,,69003187.8311,,210546173.2387,
2022-05-26,29332.4860467563,3461175452.3708,1617214152.1498,1685897576.3032,1456013771.0,1235488989.5154,435022157.3074,258082185.5559,408101473.1203,,,70479340.4573,,221063619.479,
2022-05-27,28612.0413103448,3541327516.8618,1605976554.2174,1680850661.0234,1372062035.0,1250424686.5913,434934453.2106,251847329.7759,403537222.6909,,,70546545.3412,,215649932.1111,
2022-05-28,29045.5206344243,3537999109.2652,1592194532.443,1615001468.1274,1357366732.0,1178566610.269,421966579.446,247269706.9351,383899353.3103,,,67023889.1521,,221883835.9219,
2022-05-29,29294.99,3547332030.1655,1637229742.2677,1631902506.7384,1201509842.0,1178373911.8119,423226858.7093,246319282.1324,386213336.641,,,68912053.7704,,223884200.6265,
2022-05-30,31735.9549719462,3711679499.6601,1730612942.0719,1628980462.5336,1602979791.0,1175179219.6787,424198750.0011,250522924.4758,390565020.6514,,,67837458.1697,,225760479.3358,
2022-05-31,31831.4095251315,3975441354.0064,1720344830.3069,1651431958.6248,1609675947.0,1175527332.7622,414674957.9096,278165772.4359,419702549.0211,,,68408175.5438,,250073997.5679,
2022-06-01,29825.9221992987,4012973338.9548,1723457188.0974,1671998335.5175,1656337311.0,1172274214.8313,438167931.3791,283875448.0729,421018255.2506,,,67466690.5812,,229871343.3716,
2022-06-02,30504.2679997078,3681774873.1749,1633879549.4339,1626783985.2669,1517118783.0,1187846367.3629,412537671.5929,267001496.5743,394466042.2749,,,67902861.4377,,241960201.4843,
2022-06-03,29662.6709708942,3767358373.7776,1661627153.7809,1609336149.1378,1490465954.0,1186162995.2759,402050241.7978,268940201.2048,402894684.6727,,,68058399.8962,,247886381.92,
2022-06-04,29792.4076779077,3674734988.3149,1672285973.4448,1615521491.8344,1526494869.0,1175916284.2443,403679544.6653,264391390.7063,395927386.1125,,,68502679.2728,,237613020.2166,
2022-06-05,29915.4093009936,3659875874.6239,1698178775.982,1607854709.9662,1499426322.0,1178889635.3458,416929849.6971,263699901.9847,399130503.8015,,,69940537.1835,,235895795.5101,
2022-06-06,31333.6770197545,3681358103.1219,1714914993.7491,1616170032.5172,1541454003.0,1181841945.9014,423389825.5108,266315257.1542,401078113.6333,,,70042673.8418,,238493031.4608,
2022-06-07,31175.0324289889,4252178508.9014,1900529703.7566,1663404518.4706,1571696991.0,1193149071.8083,431173183.714,281416712.1306,424226751.9739,,,68036017.2741,,186409278.2994,
2022-06-08,30228.464698422,3872035870.1744,1678613962.892,1623714596.1581,1613432314.0,1182056589.0996,412726477.9963,275699395.4677,426939864.2896,,,68481252.8703,,161988123.9232,
2022-06-09,30064.4855289305,3587112653.9023,1570227284.2191,1637813254.0657,1502917294.0,1174716903.4022,415180555.6993,267713563.3894,412744411.8771,,,71044980.2644,,153460495.4016,
2022-06-10,29070.4000300994,3744357352.2967,1693735867.66,1690454100.9636,1429127769.0,1180348870.5527,414485842.0454,265843338.6819,412266310.4325,,,71909270.6683,,154343209.846,
2022-06-11,28360.7899231444,3817088061.787,1762977299.2899,1714675692.016,1490772734.0,1178412583.6312,408748208.7307,272823193.0085,400697211.5256,,,72849065.2622,,142326344.055,
2022-06-12,26830.2839456458,3844463479.3764,1741834860.6423,1683597071.0049,1492019903.0,1199200963.756,418658908.4561,278152643.9154,395865117.9123,,,72639144.646,,126041939.4864,
2022-06-13,22316.2570400351,3543119597.4764,1609103392.2923,1616718237.6685,1562489443.0,1206404142.5413,430384493.105,265240800.7885,364173969.2438,,,72526122.3114,,114739600.0448,
2022-06-14,22072.8663085915,2891291385.0529,1271799373.8563,1542838532.8813,1279780262.0,1174129854.6674,364396078.9153,229619108.7109,250685729.8323,,,55285530.4928,,97483810.1797,
2022-06-15,22520.7910087668,2796620288.5013,1253512200.8798,1577935208.1435,1199722640.0,1089532044.7457,350650273.8451,228348818.9403,225608052.7018,,,55165816.8153,,97869305.9624,
2022-06-16,20310.1769848042,2805477749.9687,1257769011.3448,1579169279.914,1280469634.0,1010839432.1683,346893359.4907,235701426.7642,183482827.2338,,,49703339.6879,,99574032.4236,
2022-06-17,20464.9290873174,2732447334.2803,1265325641.3895,1577274301.3681,1028163447.0,1008977823.7726,353149807.7174,223396275.4677,156295323.8764,,,46678871.5971,,95169204.5571,
2022-06-18,19013.8672536528,2779099355.1715,1247956643.1081,1550840934.6167,1022466605.0,962816133.7726,325954298.5208,217454453.646,155942191.3639,,,46301018.5552,,101633118.8187,
2022-06-19,20492.2951683226,2585860086.6461,1182763709.124,1517800744.3731,984621644.9,975110043.7178,310737217.8578,220127548.5747,119047010.871,,,39403211.7312,,90747010.9819,
2022-06-20,20571.6292247224,2729553364.6596,1214931254.2193,1503382114.0114,1094739998.0,959563905.0021,297739331.6944,217787243.342,134349792.9474,,,37014999.9613,,95568702.0663,
